Demo,Channel 1,Channel 2,Overlap.Factor
P18-64,P18-64YouTube OMG Select,P18-64Linear TV Metro 5 Cap Nine Network,1
P18-64,P18-64Nine Now,P18-64Linear TV Metro 5 Cap Nine Network,1
P18-64,P18-64Ten Play,P18-64Linear TV Metro 5 Cap Nine Network,1
P18-64,P18-64Seven Plus,P18-64Linear TV Metro 5 Cap Nine Network,1
P18-64,P18-64SBS On Demand,P18-64Linear TV Metro 5 Cap Nine Network,1
P18-64,P18-64Kayo,P18-64Linear TV Metro 5 Cap Nine Network,1
P18-64,P18-64Foxtel Go,P18-64Linear TV Metro 5 Cap Nine Network,1
P18-64,P18-64Binge,P18-64Linear TV Metro 5 Cap Nine Network,1
P18-64,P18-64Netflix,P18-64Linear TV Metro 5 Cap Nine Network,1
P18-64,P18-64Optus Sport,P18-64Linear TV Metro 5 Cap Nine Network,1
P18-64,P18-64Amazon Prime,P18-64Linear TV Metro 5 Cap Nine Network,1
P18-64,P18-64Linear TV Metro 5 Cap SBS Network,P18-64Linear TV Metro 5 Cap Ten Network,1
P18-64,P18-64Linear TV Regional 4 Seven Network,P18-64Linear TV Metro 5 Cap Ten Network,0
P18-64,P18-64Linear TV Regional 4 Nine Network,P18-64Linear TV Metro 5 Cap Ten Network,0
P18-64,P18-64Linear TV Regional 4 Ten Network,P18-64Linear TV Metro 5 Cap Ten Network,0
P18-64,P18-64Linear TV Regional 4 SBS Network,P18-64Linear TV Metro 5 Cap Ten Network,0
P18-64,P18-64Foxtel Linear,P18-64Linear TV Metro 5 Cap Ten Network,1
P18-64,P18-64YouTube TrueView,P18-64Linear TV Metro 5 Cap Ten Network,1
P18-64,P18-64YouTube Instant Reserve,P18-64Linear TV Metro 5 Cap Ten Network,1
P18-64,P18-64YouTube Select,P18-64Linear TV Metro 5 Cap Ten Network,1
P18-64,P18-64YouTube OMG Select,P18-64Linear TV Metro 5 Cap Ten Network,1
P18-64,P18-64Nine Now,P18-64Linear TV Metro 5 Cap Ten Network,1
P18-64,P18-64Ten Play,P18-64Linear TV Metro 5 Cap Ten Network,1
P18-64,P18-64Seven Plus,P18-64Linear TV Metro 5 Cap Ten Network,1
P18-64,P18-64SBS On Demand,P18-64Linear TV Metro 5 Cap Ten Network,1
P18-64,P18-64Kayo,P18-64Linear TV Metro 5 Cap Ten Network,1
P18-64,P18-64Foxtel Go,P18-64Linear TV Metro 5 Cap Ten Network,1
P18-64,P18-64Binge,P18-64Linear TV Metro 5 Cap Ten Network,1
P18-64,P18-64Netflix,P18-64Linear TV Metro 5 Cap Ten Network,1
P18-64,P18-64Optus Sport,P18-64Linear TV Metro 5 Cap Ten Network,1
P18-64,P18-64Amazon Prime,P18-64Linear TV Metro 5 Cap Ten Network,1
P18-64,P18-64Linear TV Regional 4 Seven Network,P18-64Linear TV Metro 5 Cap SBS Network,0
P18-64,P18-64Linear TV Regional 4 Nine Network,P18-64Linear TV Metro 5 Cap SBS Network,0
P18-64,P18-64Linear TV Regional 4 Ten Network,P18-64Linear TV Metro 5 Cap SBS Network,0
P18-64,P18-64Linear TV Regional 4 SBS Network,P18-64Linear TV Metro 5 Cap SBS Network,0
P18-64,P18-64Foxtel Linear,P18-64Linear TV Metro 5 Cap SBS Network,1
P18-64,P18-64YouTube TrueView,P18-64Linear TV Metro 5 Cap SBS Network,1
P18-64,P18-64YouTube Instant Reserve,P18-64Linear TV Metro 5 Cap SBS Network,1
P18-64,P18-64YouTube Select,P18-64Linear TV Metro 5 Cap SBS Network,1
P18-64,P18-64YouTube OMG Select,P18-64Linear TV Metro 5 Cap SBS Network,1
P18-64,P18-64Nine Now,P18-64Linear TV Metro 5 Cap SBS Network,1
P18-64,P18-64Ten Play,P18-64Linear TV Metro 5 Cap SBS Network,1
P18-64,P18-64Seven Plus,P18-64Linear TV Metro 5 Cap SBS Network,1
P18-64,P18-64SBS On Demand,P18-64Linear TV Metro 5 Cap SBS Network,1
P18-64,P18-64Kayo,P18-64Linear TV Metro 5 Cap SBS Network,1
P18-64,P18-64Foxtel Go,P18-64Linear TV Metro 5 Cap SBS Network,1
P18-64,P18-64Binge,P18-64Linear TV Metro 5 Cap SBS Network,1
P18-64,P18-64Netflix,P18-64Linear TV Metro 5 Cap SBS Network,1
P18-64,P18-64Optus Sport,P18-64Linear TV Metro 5 Cap SBS Network,1
P18-64,P18-64Amazon Prime,P18-64Linear TV Metro 5 Cap SBS Network,1
P18-64,P18-64Linear TV Regional 4 Nine Network,P18-64Linear TV Regional 4 Seven Network,1
P18-64,P18-64Linear TV Regional 4 Ten Network,P18-64Linear TV Regional 4 Seven Network,1
P18-64,P18-64Linear TV Regional 4 SBS Network,P18-64Linear TV Regional 4 Seven Network,1
P18-64,P18-64Foxtel Linear,P18-64Linear TV Regional 4 Seven Network,1
P18-64,P18-64YouTube TrueView,P18-64Linear TV Regional 4 Seven Network,1
P18-64,P18-64YouTube Instant Reserve,P18-64Linear TV Regional 4 Seven Network,1
P18-64,P18-64YouTube Select,P18-64Linear TV Regional 4 Seven Network,1
P18-64,P18-64YouTube OMG Select,P18-64Linear TV Regional 4 Seven Network,1
P18-64,P18-64Nine Now,P18-64Linear TV Regional 4 Seven Network,1
P18-64,P18-64Ten Play,P18-64Linear TV Regional 4 Seven Network,1
P18-64,P18-64Seven Plus,P18-64Linear TV Regional 4 Seven Network,1
P18-64,P18-64SBS On Demand,P18-64Linear TV Regional 4 Seven Network,1
P18-64,P18-64Kayo,P18-64Linear TV Regional 4 Seven Network,1
P18-64,P18-64Foxtel Go,P18-64Linear TV Regional 4 Seven Network,1
P18-64,P18-64Binge,P18-64Linear TV Regional 4 Seven Network,1
P18-64,P18-64Netflix,P18-64Linear TV Regional 4 Seven Network,1
P18-64,P18-64Optus Sport,P18-64Linear TV Regional 4 Seven Network,1
P18-64,P18-64Amazon Prime,P18-64Linear TV Regional 4 Seven Network,1
P18-64,P18-64Linear TV Regional 4 Ten Network,P18-64Linear TV Regional 4 Nine Network,1
P18-64,P18-64Linear TV Regional 4 SBS Network,P18-64Linear TV Regional 4 Nine Network,1
P18-64,P18-64Foxtel Linear,P18-64Linear TV Regional 4 Nine Network,1
P18-64,P18-64YouTube TrueView,P18-64Linear TV Regional 4 Nine Network,1
P18-64,P18-64YouTube Instant Reserve,P18-64Linear TV Regional 4 Nine Network,1
P18-64,P18-64YouTube Select,P18-64Linear TV Regional 4 Nine Network,1
P18-64,P18-64YouTube OMG Select,P18-64Linear TV Regional 4 Nine Network,1
P18-64,P18-64Nine Now,P18-64Linear TV Regional 4 Nine Network,1
P18-64,P18-64Ten Play,P18-64Linear TV Regional 4 Nine Network,1
P18-64,P18-64Seven Plus,P18-64Linear TV Regional 4 Nine Network,1
P18-64,P18-64SBS On Demand,P18-64Linear TV Regional 4 Nine Network,1
P18-64,P18-64Kayo,P18-64Linear TV Regional 4 Nine Network,1
P18-64,P18-64Foxtel Go,P18-64Linear TV Regional 4 Nine Network,1
P18-64,P18-64Binge,P18-64Linear TV Regional 4 Nine Network,1
P18-64,P18-64Netflix,P18-64Linear TV Regional 4 Nine Network,1
P18-64,P18-64Optus Sport,P18-64Linear TV Regional 4 Nine Network,1
P18-64,P18-64Amazon Prime,P18-64Linear TV Regional 4 Nine Network,1
P18-64,P18-64Linear TV Regional 4 SBS Network,P18-64Linear TV Regional 4 Ten Network,1
P18-64,P18-64Foxtel Linear,P18-64Linear TV Regional 4 Ten Network,1
P18-64,P18-64YouTube TrueView,P18-64Linear TV Regional 4 Ten Network,1
P18-64,P18-64YouTube Instant Reserve,P18-64Linear TV Regional 4 Ten Network,1
P18-64,P18-64YouTube Select,P18-64Linear TV Regional 4 Ten Network,1
P18-64,P18-64YouTube OMG Select,P18-64Linear TV Regional 4 Ten Network,1
P18-64,P18-64Nine Now,P18-64Linear TV Regional 4 Ten Network,1
P18-64,P18-64Ten Play,P18-64Linear TV Regional 4 Ten Network,1
P18-64,P18-64Seven Plus,P18-64Linear TV Regional 4 Ten Network,1
P18-64,P18-64SBS On Demand,P18-64Linear TV Regional 4 Ten Network,1
P18-64,P18-64Kayo,P18-64Linear TV Regional 4 Ten Network,1
P18-64,P18-64Foxtel Go,P18-64Linear TV Regional 4 Ten Network,1
P18-64,P18-64Binge,P18-64Linear TV Regional 4 Ten Network,1
P18-64,P18-64Netflix,P18-64Linear TV Regional 4 Ten Network,1
P18-64,P18-64Optus Sport,P18-64Linear TV Regional 4 Ten Network,1
P18-64,P18-64Amazon Prime,P18-64Linear TV Regional 4 Ten Network,1
P18-64,P18-64Foxtel Linear,P18-64Linear TV Regional 4 SBS Network,1
P18-64,P18-64YouTube TrueView,P18-64Linear TV Regional 4 SBS Network,1
P18-64,P18-64YouTube Instant Reserve,P18-64Linear TV Regional 4 SBS Network,1
P18-64,P18-64YouTube Select,P18-64Linear TV Regional 4 SBS Network,1
P18-64,P18-64YouTube OMG Select,P18-64Linear TV Regional 4 SBS Network,1
P18-64,P18-64Nine Now,P18-64Linear TV Regional 4 SBS Network,1
P18-64,P18-64Ten Play,P18-64Linear TV Regional 4 SBS Network,1
P18-64,P18-64Seven Plus,P18-64Linear TV Regional 4 SBS Network,1
P18-64,P18-64SBS On Demand,P18-64Linear TV Regional 4 SBS Network,1
P18-64,P18-64Kayo,P18-64Linear TV Regional 4 SBS Network,1
P18-64,P18-64Foxtel Go,P18-64Linear TV Regional 4 SBS Network,1
P18-64,P18-64Binge,P18-64Linear TV Regional 4 SBS Network,1
P18-64,P18-64Netflix,P18-64Linear TV Regional 4 SBS Network,1
P18-64,P18-64Optus Sport,P18-64Linear TV Regional 4 SBS Network,1
P18-64,P18-64Amazon Prime,P18-64Linear TV Regional 4 SBS Network,1
P18-64,P18-64YouTube TrueView,P18-64Foxtel Linear,1
P18-64,P18-64YouTube Instant Reserve,P18-64Foxtel Linear,1
P18-64,P18-64YouTube Select,P18-64Foxtel Linear,1
P18-64,P18-64YouTube OMG Select,P18-64Foxtel Linear,1
P18-64,P18-64Nine Now,P18-64Foxtel Linear,1
P18-64,P18-64Ten Play,P18-64Foxtel Linear,1
P18-64,P18-64Seven Plus,P18-64Foxtel Linear,1
P18-64,P18-64SBS On Demand,P18-64Foxtel Linear,1
P18-64,P18-64Kayo,P18-64Foxtel Linear,1
P18-64,P18-64Foxtel Go,P18-64Foxtel Linear,1
P18-64,P18-64Binge,P18-64Foxtel Linear,1
P18-64,P18-64Netflix,P18-64Foxtel Linear,1
P18-64,P18-64Optus Sport,P18-64Foxtel Linear,1
P18-64,P18-64Amazon Prime,P18-64Foxtel Linear,1
P18-64,P18-64YouTube Instant Reserve,P18-64YouTube TrueView,1
P18-64,P18-64YouTube Select,P18-64YouTube TrueView,1
P18-64,P18-64YouTube OMG Select,P18-64YouTube TrueView,1
P18-64,P18-64Nine Now,P18-64YouTube TrueView,1
P18-64,P18-64Ten Play,P18-64YouTube TrueView,1
P18-64,P18-64Seven Plus,P18-64YouTube TrueView,1
P18-64,P18-64SBS On Demand,P18-64YouTube TrueView,1
P18-64,P18-64Kayo,P18-64YouTube TrueView,1
P18-64,P18-64Foxtel Go,P18-64YouTube TrueView,1
P18-64,P18-64Binge,P18-64YouTube TrueView,1
P18-64,P18-64Netflix,P18-64YouTube TrueView,1
P18-64,P18-64Optus Sport,P18-64YouTube TrueView,1
P18-64,P18-64Amazon Prime,P18-64YouTube TrueView,1
P18-64,P18-64YouTube Select,P18-64YouTube Instant Reserve,1
P18-64,P18-64YouTube OMG Select,P18-64YouTube Instant Reserve,1
P18-64,P18-64Nine Now,P18-64YouTube Instant Reserve,1
P18-64,P18-64Ten Play,P18-64YouTube Instant Reserve,1
P18-64,P18-64Seven Plus,P18-64YouTube Instant Reserve,1
P18-64,P18-64SBS On Demand,P18-64YouTube Instant Reserve,1
P18-64,P18-64Kayo,P18-64YouTube Instant Reserve,1
P18-64,P18-64Foxtel Go,P18-64YouTube Instant Reserve,1
P18-64,P18-64Binge,P18-64YouTube Instant Reserve,1
P18-64,P18-64Netflix,P18-64YouTube Instant Reserve,1
P18-64,P18-64Optus Sport,P18-64YouTube Instant Reserve,1
P18-64,P18-64Amazon Prime,P18-64YouTube Instant Reserve,1
P18-64,P18-64YouTube OMG Select,P18-64YouTube Select,1
P18-64,P18-64Nine Now,P18-64YouTube Select,1
P18-64,P18-64Ten Play,P18-64YouTube Select,1
P18-64,P18-64Seven Plus,P18-64YouTube Select,1
P18-64,P18-64SBS On Demand,P18-64YouTube Select,1
P18-64,P18-64Kayo,P18-64YouTube Select,1
P18-64,P18-64Foxtel Go,P18-64YouTube Select,1
P18-64,P18-64Binge,P18-64YouTube Select,1
P18-64,P18-64Netflix,P18-64YouTube Select,1
P18-64,P18-64Optus Sport,P18-64YouTube Select,1
P18-64,P18-64Amazon Prime,P18-64YouTube Select,1
P18-64,P18-64Nine Now,P18-64YouTube OMG Select,1
P18-64,P18-64Ten Play,P18-64YouTube OMG Select,1
P18-64,P18-64Seven Plus,P18-64YouTube OMG Select,1
P18-64,P18-64SBS On Demand,P18-64YouTube OMG Select,1
P18-64,P18-64Kayo,P18-64YouTube OMG Select,1
P18-64,P18-64Foxtel Go,P18-64YouTube OMG Select,1
P18-64,P18-64Binge,P18-64YouTube OMG Select,1
P18-64,P18-64Netflix,P18-64YouTube OMG Select,1
P18-64,P18-64Optus Sport,P18-64YouTube OMG Select,1
P18-64,P18-64Amazon Prime,P18-64YouTube OMG Select,1
P18-64,P18-64Ten Play,P18-64Nine Now,1
P18-64,P18-64Seven Plus,P18-64Nine Now,1
P18-64,P18-64SBS On Demand,P18-64Nine Now,1
P18-64,P18-64Kayo,P18-64Nine Now,1
P18-64,P18-64Foxtel Go,P18-64Nine Now,1
P18-64,P18-64Binge,P18-64Nine Now,1
P18-64,P18-64Netflix,P18-64Nine Now,1
P18-64,P18-64Optus Sport,P18-64Nine Now,1
P18-64,P18-64Amazon Prime,P18-64Nine Now,1
P18-64,P18-64Seven Plus,P18-64Ten Play,1
P18-64,P18-64SBS On Demand,P18-64Ten Play,1
P18-64,P18-64Kayo,P18-64Ten Play,1
P18-64,P18-64Foxtel Go,P18-64Ten Play,1
P18-64,P18-64Binge,P18-64Ten Play,1
P18-64,P18-64Netflix,P18-64Ten Play,1
P18-64,P18-64Optus Sport,P18-64Ten Play,1
P18-64,P18-64Amazon Prime,P18-64Ten Play,1
P18-64,P18-64SBS On Demand,P18-64Seven Plus,1
P18-64,P18-64Kayo,P18-64Seven Plus,1
P18-64,P18-64Foxtel Go,P18-64Seven Plus,1
P18-64,P18-64Binge,P18-64Seven Plus,1
P18-64,P18-64Netflix,P18-64Seven Plus,1
P18-64,P18-64Optus Sport,P18-64Seven Plus,1
P18-64,P18-64Amazon Prime,P18-64Seven Plus,1
P18-64,P18-64Kayo,P18-64SBS On Demand,1
P18-64,P18-64Foxtel Go,P18-64SBS On Demand,1
P18-64,P18-64Binge,P18-64SBS On Demand,1
P18-64,P18-64Netflix,P18-64SBS On Demand,1
P18-64,P18-64Optus Sport,P18-64SBS On Demand,1
P18-64,P18-64Amazon Prime,P18-64SBS On Demand,1
P18-64,P18-64Foxtel Go,P18-64Kayo,1
P18-64,P18-64Binge,P18-64Kayo,1
P18-64,P18-64Netflix,P18-64Kayo,1
P18-64,P18-64Optus Sport,P18-64Kayo,1
P18-64,P18-64Amazon Prime,P18-64Kayo,1
P18-64,P18-64Binge,P18-64Foxtel Go,1
P18-64,P18-64Netflix,P18-64Foxtel Go,1
P18-64,P18-64Optus Sport,P18-64Foxtel Go,1
P18-64,P18-64Amazon Prime,P18-64Foxtel Go,1
P18-64,P18-64Netflix,P18-64Binge,1
P18-64,P18-64Optus Sport,P18-64Binge,1
P18-64,P18-64Amazon Prime,P18-64Binge,1
P18-64,P18-64Optus Sport,P18-64Netflix,1
P18-64,P18-64Amazon Prime,P18-64Netflix,1
P18-64,P18-64Amazon Prime,P18-64Optus Sport,1
P18-64,P18-64Samsung In-Stream,P18-64Linear TV Metro,1
P18-64,P18-64Samsung In-Stream,P18-64Linear TV Regional,1
P18-64,P18-64Samsung In-Stream,P18-64Linear TV Metro 5 Cap Seven Network,1
P18-64,P18-64Samsung In-Stream,P18-64Linear TV Metro 5 Cap Nine Network,1
P18-64,P18-64Samsung In-Stream,P18-64Linear TV Metro 5 Cap Ten Network,1
P18-64,P18-64Samsung In-Stream,P18-64Linear TV Metro 5 Cap SBS Network,1
P18-64,P18-64Samsung In-Stream,P18-64Linear TV Regional 4 Seven Network,1
P18-64,P18-64Samsung In-Stream,P18-64Linear TV Regional 4 Nine Network,1
P18-64,P18-64Samsung In-Stream,P18-64Linear TV Regional 4 Ten Network,1
P18-64,P18-64Samsung In-Stream,P18-64Linear TV Regional 4 SBS Network,1
P18-64,P18-64Samsung In-Stream,P18-64Foxtel Linear,1
P18-64,P18-64Samsung In-Stream,P18-64YouTube TrueView,1
P18-64,P18-64Samsung In-Stream,P18-64YouTube Instant Reserve,1
P18-64,P18-64Samsung In-Stream,P18-64YouTube Select,1
P18-64,P18-64Samsung In-Stream,P18-64YouTube OMG Select,1
P18-64,P18-64Samsung In-Stream,P18-64Nine Now,1
P18-64,P18-64Samsung In-Stream,P18-64Ten Play,1
P18-64,P18-64Samsung In-Stream,P18-64Seven Plus,1
P18-64,P18-64Samsung In-Stream,P18-64SBS On Demand,1
P18-64,P18-64Samsung In-Stream,P18-64Kayo,1
P18-64,P18-64Samsung In-Stream,P18-64Foxtel Go,1
P18-64,P18-64Samsung In-Stream,P18-64Binge,1
P18-64,P18-64Samsung In-Stream,P18-64Netflix,1
P18-64,P18-64Samsung In-Stream,P18-64Optus Sport,1
P18-64,P18-64Samsung In-Stream,P18-64Amazon Prime,1
P18-64,P18-64Linear TV Metro,P18-64Samsung In-Stream,1
P18-64,P18-64Linear TV Regional,P18-64Samsung In-Stream,1
P18-64,P18-64Linear TV Metro 5 Cap Seven Network,P18-64Samsung In-Stream,1
P18-64,P18-64Linear TV Metro 5 Cap Nine Network,P18-64Samsung In-Stream,1
P18-64,P18-64Linear TV Metro 5 Cap Ten Network,P18-64Samsung In-Stream,1
P18-64,P18-64Linear TV Metro 5 Cap SBS Network,P18-64Samsung In-Stream,1
P18-64,P18-64Linear TV Regional 4 Seven Network,P18-64Samsung In-Stream,1
P18-64,P18-64Linear TV Regional 4 Nine Network,P18-64Samsung In-Stream,1
P18-64,P18-64Linear TV Regional 4 Ten Network,P18-64Samsung In-Stream,1
P18-64,P18-64Linear TV Regional 4 SBS Network,P18-64Samsung In-Stream,1
P18-64,P18-64Foxtel Linear,P18-64Samsung In-Stream,1
P18-64,P18-64YouTube TrueView,P18-64Samsung In-Stream,1
P18-64,P18-64YouTube Instant Reserve,P18-64Samsung In-Stream,1
P18-64,P18-64YouTube Select,P18-64Samsung In-Stream,1
P18-64,P18-64YouTube OMG Select,P18-64Samsung In-Stream,1
P18-64,P18-64Nine Now,P18-64Samsung In-Stream,1
P18-64,P18-64Ten Play,P18-64Samsung In-Stream,1
P18-64,P18-64Seven Plus,P18-64Samsung In-Stream,1
P18-64,P18-64SBS On Demand,P18-64Samsung In-Stream,1
P18-64,P18-64Kayo,P18-64Samsung In-Stream,1
P18-64,P18-64Foxtel Go,P18-64Samsung In-Stream,1
P18-64,P18-64Binge,P18-64Samsung In-Stream,1
P18-64,P18-64Netflix,P18-64Samsung In-Stream,1
P18-64,P18-64Optus Sport,P18-64Samsung In-Stream,1
P18-64,P18-64Amazon Prime,P18-64Samsung In-Stream,1
P18-64,P18-64Cinema Val Morgan,P18-64Linear TV Metro,1
P18-64,P18-64Cinema Val Morgan,P18-64Linear TV Regional,1
P18-64,P18-64Cinema Val Morgan,P18-64Linear TV Metro 5 Cap Seven Network,1
P18-64,P18-64Cinema Val Morgan,P18-64Linear TV Metro 5 Cap Nine Network,1
P18-64,P18-64Cinema Val Morgan,P18-64Linear TV Metro 5 Cap Ten Network,1
P18-64,P18-64Cinema Val Morgan,P18-64Linear TV Metro 5 Cap SBS Network,1
P18-64,P18-64Cinema Val Morgan,P18-64Linear TV Regional 4 Seven Network,1
P18-64,P18-64Cinema Val Morgan,P18-64Linear TV Regional 4 Nine Network,1
P18-64,P18-64Cinema Val Morgan,P18-64Linear TV Regional 4 Ten Network,1
P18-64,P18-64Cinema Val Morgan,P18-64Linear TV Regional 4 SBS Network,1
P18-64,P18-64Cinema Val Morgan,P18-64Foxtel Linear,1
P18-64,P18-64Cinema Val Morgan,P18-64YouTube TrueView,1
P18-64,P18-64Cinema Val Morgan,P18-64YouTube Instant Reserve,1
P18-64,P18-64Cinema Val Morgan,P18-64YouTube Select,1
P18-64,P18-64Cinema Val Morgan,P18-64YouTube OMG Select,1
P18-64,P18-64Cinema Val Morgan,P18-64Nine Now,1
P18-64,P18-64Cinema Val Morgan,P18-64Ten Play,1
P18-64,P18-64Cinema Val Morgan,P18-64Seven Plus,1
P18-64,P18-64Cinema Val Morgan,P18-64SBS On Demand,1
P18-64,P18-64Cinema Val Morgan,P18-64Kayo,1
P18-64,P18-64Cinema Val Morgan,P18-64Foxtel Go,1
P18-64,P18-64Cinema Val Morgan,P18-64Binge,1
P18-64,P18-64Cinema Val Morgan,P18-64Netflix,1
P18-64,P18-64Cinema Val Morgan,P18-64Optus Sport,1
P18-64,P18-64Cinema Val Morgan,P18-64Amazon Prime,1
P18-64,P18-64Cinema Val Morgan,P18-64Samsung In-Stream,1
P18-64,P18-64Linear TV Metro,P18-64Cinema Val Morgan,1
P18-64,P18-64Linear TV Regional,P18-64Cinema Val Morgan,1
P18-64,P18-64Linear TV Metro 5 Cap Seven Network,P18-64Cinema Val Morgan,1
P18-64,P18-64Linear TV Metro 5 Cap Nine Network,P18-64Cinema Val Morgan,1
P18-64,P18-64Linear TV Metro 5 Cap Ten Network,P18-64Cinema Val Morgan,1
P18-64,P18-64Linear TV Metro 5 Cap SBS Network,P18-64Cinema Val Morgan,1
P18-64,P18-64Linear TV Regional 4 Seven Network,P18-64Cinema Val Morgan,1
P18-64,P18-64Linear TV Regional 4 Nine Network,P18-64Cinema Val Morgan,1
P18-64,P18-64Linear TV Regional 4 Ten Network,P18-64Cinema Val Morgan,1
P18-64,P18-64Linear TV Regional 4 SBS Network,P18-64Cinema Val Morgan,1
P18-64,P18-64Foxtel Linear,P18-64Cinema Val Morgan,1
P18-64,P18-64YouTube TrueView,P18-64Cinema Val Morgan,1
P18-64,P18-64YouTube Instant Reserve,P18-64Cinema Val Morgan,1
P18-64,P18-64YouTube Select,P18-64Cinema Val Morgan,1
P18-64,P18-64YouTube OMG Select,P18-64Cinema Val Morgan,1
P18-64,P18-64Nine Now,P18-64Cinema Val Morgan,1
P18-64,P18-64Ten Play,P18-64Cinema Val Morgan,1
P18-64,P18-64Seven Plus,P18-64Cinema Val Morgan,1
P18-64,P18-64SBS On Demand,P18-64Cinema Val Morgan,1
P18-64,P18-64Kayo,P18-64Cinema Val Morgan,1
P18-64,P18-64Foxtel Go,P18-64Cinema Val Morgan,1
P18-64,P18-64Binge,P18-64Cinema Val Morgan,1
P18-64,P18-64Netflix,P18-64Cinema Val Morgan,1
P18-64,P18-64Optus Sport,P18-64Cinema Val Morgan,1
P18-64,P18-64Amazon Prime,P18-64Cinema Val Morgan,1
P18-64,P18-64Samsung In-Stream,P18-64Cinema Val Morgan,1
P18-64,P18-64ESPN Kayo,P18-64Linear TV Metro & Regional,1
P18-64,P18-64ESPN Kayo,P18-64Linear TV Metro,1
P18-64,P18-64ESPN Kayo,P18-64Linear TV Regional,1
P18-64,P18-64ESPN Kayo,P18-64Linear TV Metro 5 Cap Seven Network,1
P18-64,P18-64ESPN Kayo,P18-64Linear TV Metro 5 Cap Nine Network,1
P18-64,P18-64ESPN Kayo,P18-64Linear TV Metro 5 Cap Ten Network,1
P18-64,P18-64ESPN Kayo,P18-64Linear TV Metro 5 Cap SBS Network,1
P18-64,P18-64ESPN Kayo,P18-64Linear TV Regional 4 Seven Network,1
P18-64,P18-64ESPN Kayo,P18-64Linear TV Regional 4 Nine Network,1
P18-64,P18-64ESPN Kayo,P18-64Linear TV Regional 4 Ten Network,1
P18-64,P18-64ESPN Kayo,P18-64Linear TV Regional 4 SBS Network,1
P18-64,P18-64ESPN Kayo,P18-64Foxtel Linear,1
P18-64,P18-64ESPN Kayo,P18-64YouTube TrueView,1
P18-64,P18-64ESPN Kayo,P18-64YouTube Instant Reserve,1
P18-64,P18-64ESPN Kayo,P18-64YouTube Select,1
P18-64,P18-64ESPN Kayo,P18-64YouTube OMG Select,1
P18-64,P18-64ESPN Kayo,P18-64Nine Now,1
P18-64,P18-64ESPN Kayo,P18-64Ten Play,1
P18-64,P18-64ESPN Kayo,P18-64Seven Plus,1
P18-64,P18-64ESPN Kayo,P18-64SBS On Demand,1
P18-64,P18-64ESPN Kayo,P18-64Kayo,10
P18-64,P18-64ESPN Kayo,P18-64Foxtel Go,1
P18-64,P18-64ESPN Kayo,P18-64Binge,1
P18-64,P18-64ESPN Kayo,P18-64Netflix,1
P18-64,P18-64ESPN Kayo,P18-64Optus Sport,1
P18-64,P18-64ESPN Kayo,P18-64Amazon Prime,1
P18-64,P18-64ESPN Kayo,P18-64Samsung In-Stream,1
P18-64,P18-64ESPN Kayo,P18-64Cinema Val Morgan,1
P18-64,P18-64Linear TV Metro & Regional,P18-64ESPN Kayo,1
P18-64,P18-64Linear TV Metro,P18-64ESPN Kayo,1
P18-64,P18-64Linear TV Regional,P18-64ESPN Kayo,1
P18-64,P18-64Linear TV Metro 5 Cap Seven Network,P18-64ESPN Kayo,1
P18-64,P18-64Linear TV Metro 5 Cap Nine Network,P18-64ESPN Kayo,1
P18-64,P18-64Linear TV Metro 5 Cap Ten Network,P18-64ESPN Kayo,1
P18-64,P18-64Linear TV Metro 5 Cap SBS Network,P18-64ESPN Kayo,1
P18-64,P18-64Linear TV Regional 4 Seven Network,P18-64ESPN Kayo,1
P18-64,P18-64Linear TV Regional 4 Nine Network,P18-64ESPN Kayo,1
P18-64,P18-64Linear TV Regional 4 Ten Network,P18-64ESPN Kayo,1
P18-64,P18-64Linear TV Regional 4 SBS Network,P18-64ESPN Kayo,1
P18-64,P18-64Foxtel Linear,P18-64ESPN Kayo,1
P18-64,P18-64YouTube TrueView,P18-64ESPN Kayo,1
P18-64,P18-64YouTube Instant Reserve,P18-64ESPN Kayo,1
P18-64,P18-64YouTube Select,P18-64ESPN Kayo,1
P18-64,P18-64YouTube OMG Select,P18-64ESPN Kayo,1
P18-64,P18-64Nine Now,P18-64ESPN Kayo,1
P18-64,P18-64Ten Play,P18-64ESPN Kayo,1
P18-64,P18-64Seven Plus,P18-64ESPN Kayo,1
P18-64,P18-64SBS On Demand,P18-64ESPN Kayo,1
P18-64,P18-64Kayo,P18-64ESPN Kayo,10
P18-64,P18-64Foxtel Go,P18-64ESPN Kayo,1
P18-64,P18-64Binge,P18-64ESPN Kayo,1
P18-64,P18-64Netflix,P18-64ESPN Kayo,1
P18-64,P18-64Optus Sport,P18-64ESPN Kayo,1
P18-64,P18-64Amazon Prime,P18-64ESPN Kayo,1
P18-64,P18-64Samsung In-Stream,P18-64ESPN Kayo,1
P18-64,P18-64Cinema Val Morgan,P18-64ESPN Kayo,1
P25-54,P25-54ESPN Kayo,P25-54Linear TV Metro & Regional,1
P25-54,P25-54ESPN Kayo,P25-54Linear TV Metro,1
P25-54,P25-54ESPN Kayo,P25-54Linear TV Regional,1
P25-54,P25-54ESPN Kayo,P25-54Linear TV Metro 5 Cap Seven Network,1
P25-54,P25-54ESPN Kayo,P25-54Linear TV Metro 5 Cap Nine Network,1
P25-54,P25-54ESPN Kayo,P25-54Linear TV Metro 5 Cap Ten Network,1
P25-54,P25-54ESPN Kayo,P25-54Linear TV Metro 5 Cap SBS Network,1
