Demographic,Platform,Weeks,Curve Frequency,Frequency Cap,Key,  A  , B , C , Potential 
P18+,Linear TV Regional 4 Nine Network,3 Weeks,oneplus,0,P18+Linear TV Regional 4 Nine Network3 Weeksoneplus0,0.156053226,12438.43,-0.84,20600000
P18+,Linear TV Regional 4 Ten Network,3 Weeks,oneplus,0,P18+Linear TV Regional 4 Ten Network3 Weeksoneplus0,0.103288519,12438.43,-0.84,20600000
P18+,Linear TV Regional 4 SBS Network,3 Weeks,oneplus,0,P18+Linear TV Regional 4 SBS Network3 Weeksoneplus0,0.047218148,12438.43,-0.84,20600000
P18+,Foxtel Linear,3 Weeks,oneplus,0,P18+Foxtel Linear3 Weeksoneplus0,0.162490204,11661.03,-0.84,20600000
P18+,YouTube TrueView,3 Weeks,oneplus,0,P18+YouTube TrueView3 Weeksoneplus0,0.6291,11061,-0.71,20600000
P18+,YouTube Instant Reserve,3 Weeks,oneplus,0,P18+YouTube Instant Reserve3 Weeksoneplus0,0.594,29891.11,-0.84,20600000
P18+,YouTube Select,3 Weeks,oneplus,0,P18+YouTube Select3 Weeksoneplus0,0.300425697,79835.86,-0.91,20600000
P18+,YouTube OMG Select,3 Weeks,oneplus,0,P18+YouTube OMG Select3 Weeksoneplus0,0.153738251,101475.09,-1.01,20600000
P18+,Nine Now,3 Weeks,oneplus,0,P18+Nine Now3 Weeksoneplus0,0.067930129,12213.34621,-0.827875649,20600000
P18+,Ten Play,3 Weeks,oneplus,0,P18+Ten Play3 Weeksoneplus0,0.041860546,8896.841379,-0.835168363,20600000
P18+,Seven Plus,3 Weeks,oneplus,0,P18+Seven Plus3 Weeksoneplus0,0.067447101,38870.11,-0.84,20600000
P18+,SBS On Demand,3 Weeks,oneplus,0,P18+SBS On Demand3 Weeksoneplus0,0.058287618,34983.1,-0.84,20600000
P18+,Kayo,3 Weeks,oneplus,0,P18+Kayo3 Weeksoneplus0,0.136476293,39647.51,-0.84,20600000
P18+,Foxtel Go,3 Weeks,oneplus,0,P18+Foxtel Go3 Weeksoneplus0,0.062867359,38870.11,-0.84,20600000
P18+,Binge,3 Weeks,oneplus,0,P18+Binge3 Weeksoneplus0,0.026641604,46644.13,-0.84,20600000
P18+,Netflix,3 Weeks,oneplus,0,P18+Netflix3 Weeksoneplus0,0.041634012,38870.11,-0.82,20600000
P18+,Optus Sport,3 Weeks,oneplus,0,P18+Optus Sport3 Weeksoneplus0,0.041634012,38870.11,-0.9,20600000
P18+,Amazon Prime,3 Weeks,oneplus,0,P18+Amazon Prime3 Weeksoneplus0,0.168328343,38870.11,-0.8,20600000
P25-54,Linear TV Metro & Regional,3 Weeks,oneplus,0,P25-54Linear TV Metro & Regional3 Weeksoneplus0,0.726070857,728.28,-0.53,10700000
P25-54,Linear TV Metro,3 Weeks,oneplus,0,P25-54Linear TV Metro3 Weeksoneplus0,0.507814596,772.42,-0.53,10700000
P25-54,Linear TV Regional,3 Weeks,oneplus,0,P25-54Linear TV Regional3 Weeksoneplus0,0.21825626,706.21,-0.53,10700000
P25-54,Linear TV Metro 5 Cap Seven Network,3 Weeks,oneplus,0,P25-54Linear TV Metro 5 Cap Seven Network3 Weeksoneplus0,0.315878995,772.42,-0.53,10700000
P25-54,Linear TV Metro 5 Cap Nine Network,3 Weeks,oneplus,0,P25-54Linear TV Metro 5 Cap Nine Network3 Weeksoneplus0,0.330079487,772.42,-0.53,10700000
P25-54,Linear TV Metro 5 Cap Ten Network,3 Weeks,oneplus,0,P25-54Linear TV Metro 5 Cap Ten Network3 Weeksoneplus0,0.218473032,772.42,-0.53,10700000
P25-54,Linear TV Metro 5 Cap SBS Network,3 Weeks,oneplus,0,P25-54Linear TV Metro 5 Cap SBS Network3 Weeksoneplus0,0.099874527,772.42,-0.53,10700000
P25-54,Linear TV Regional 4 Seven Network,3 Weeks,oneplus,0,P25-54Linear TV Regional 4 Seven Network3 Weeksoneplus0,0.135763266,706.21,-0.53,10700000
P25-54,Linear TV Regional 4 Nine Network,3 Weeks,oneplus,0,P25-54Linear TV Regional 4 Nine Network3 Weeksoneplus0,0.141866569,706.21,-0.53,10700000
P25-54,Linear TV Regional 4 Ten Network,3 Weeks,oneplus,0,P25-54Linear TV Regional 4 Ten Network3 Weeksoneplus0,0.093898654,706.21,-0.53,10700000
P25-54,Linear TV Regional 4 SBS Network,3 Weeks,oneplus,0,P25-54Linear TV Regional 4 SBS Network3 Weeksoneplus0,0.042925589,706.21,-0.53,10700000
P25-54,Foxtel Linear,3 Weeks,oneplus,0,P25-54Foxtel Linear3 Weeksoneplus0,0.162490204,662.07,-0.53,10700000
P25-54,YouTube TrueView,3 Weeks,oneplus,0,P25-54YouTube TrueView3 Weeksoneplus0,0.6471,26084.89,-0.78,10700000
P25-54,YouTube Instant Reserve,3 Weeks,oneplus,0,P25-54YouTube Instant Reserve3 Weeksoneplus0,0.6471,1547.05,-0.53,10700000
P25-54,YouTube Select,3 Weeks,oneplus,0,P25-54YouTube Select3 Weeksoneplus0,0.438070857,728.28,-0.53,10700000
P25-54,YouTube OMG Select,3 Weeks,oneplus,0,P25-54YouTube OMG Select3 Weeksoneplus0,0.283330721,81328,-0.92,10700000
P25-54,Nine Now,3 Weeks,oneplus,0,P25-54Nine Now3 Weeksoneplus0,0.172789231,696.92,-0.53,10700000
P25-54,Ten Play,3 Weeks,oneplus,0,P25-54Ten Play3 Weeksoneplus0,0.107216242,410,-0.52,10700000
P25-54,Seven Plus,3 Weeks,oneplus,0,P25-54Seven Plus3 Weeksoneplus0,0.075391026,390,-0.58,10700000
P25-54,SBS On Demand,3 Weeks,oneplus,0,P25-54SBS On Demand3 Weeksoneplus0,0.066231543,522.69,-0.61,10700000
P25-54,Kayo,3 Weeks,oneplus,0,P25-54Kayo3 Weeksoneplus0,0.136476293,2251.05,-0.53,10700000
P25-54,Foxtel Go,3 Weeks,oneplus,0,P25-54Foxtel Go3 Weeksoneplus0,0.062867359,2206.91,-0.53,10700000
P25-54,Binge,3 Weeks,oneplus,0,P25-54Binge3 Weeksoneplus0,0.026641604,2648.3,-0.53,10700000
P25-54,Netflix,3 Weeks,oneplus,0,P25-54Netflix3 Weeksoneplus0,0.041634012,2206.91,-0.82,10700000
P25-54,Optus Sport,3 Weeks,oneplus,0,P25-54Optus Sport3 Weeksoneplus0,0.041308411,2206.91,-0.9,10700000
P25-54,Amazon Prime,3 Weeks,oneplus,0,P25-54Amazon Prime3 Weeksoneplus0,0.126387842,2206.91,-0.8,10700000
P18-44,Linear TV Metro & Regional,3 Weeks,oneplus,0,P18-44Linear TV Metro & Regional3 Weeksoneplus0,0.612371134,642,-0.55,9700000
P18-44,Linear TV Metro,3 Weeks,oneplus,0,P18-44Linear TV Metro3 Weeksoneplus0,0.403608247,680.91,-0.55,9700000
P18-44,Linear TV Regional,3 Weeks,oneplus,0,P18-44Linear TV Regional3 Weeksoneplus0,0.218256259,622.55,-0.55,9700000
P18-44,Linear TV Metro 5 Cap Seven Network,3 Weeks,oneplus,0,P18-44Linear TV Metro 5 Cap Seven Network3 Weeksoneplus0,0.268497145,680.91,-0.55,9700000
P18-44,Linear TV Metro 5 Cap Nine Network,3 Weeks,oneplus,0,P18-44Linear TV Metro 5 Cap Nine Network3 Weeksoneplus0,0.280567564,680.91,-0.55,9700000
P18-44,Linear TV Metro 5 Cap Ten Network,3 Weeks,oneplus,0,P18-44Linear TV Metro 5 Cap Ten Network3 Weeksoneplus0,0.185702077,680.91,-0.55,9700000
P18-44,Linear TV Metro 5 Cap SBS Network,3 Weeks,oneplus,0,P18-44Linear TV Metro 5 Cap SBS Network3 Weeksoneplus0,0.084893348,680.91,-0.55,9700000
P18-44,Linear TV Regional 4 Seven Network,3 Weeks,oneplus,0,P18-44Linear TV Regional 4 Seven Network3 Weeksoneplus0,0.115398776,622.55,-0.55,9700000
P18-44,Linear TV Regional 4 Nine Network,3 Weeks,oneplus,0,P18-44Linear TV Regional 4 Nine Network3 Weeksoneplus0,0.120586584,622.55,-0.55,9700000
P18-44,Linear TV Regional 4 Ten Network,3 Weeks,oneplus,0,P18-44Linear TV Regional 4 Ten Network3 Weeksoneplus0,0.079813856,622.55,-0.55,9700000
P18-44,Linear TV Regional 4 SBS Network,3 Weeks,oneplus,0,P18-44Linear TV Regional 4 SBS Network3 Weeksoneplus0,0.036486751,622.55,-0.55,9700000
P18-44,Foxtel Linear,3 Weeks,oneplus,0,P18-44Foxtel Linear3 Weeksoneplus0,0.116098451,583.64,-0.55,9700000
P18-44,YouTube TrueView,3 Weeks,oneplus,0,P18-44YouTube TrueView3 Weeksoneplus0,0.657,52426.37,-0.85,9700000
P18-44,YouTube Instant Reserve,3 Weeks,oneplus,0,P18-44YouTube Instant Reserve3 Weeksoneplus0,0.6444,1625.23,-0.55,9700000
P18-44,YouTube Select,3 Weeks,oneplus,0,P18-44YouTube Select3 Weeksoneplus0,0.434985306,14358.34,-0.75,9700000
P18-44,YouTube OMG Select,3 Weeks,oneplus,0,P18-44YouTube OMG Select3 Weeksoneplus0,0.283330721,156526.57,-0.98,9700000
P18-44,Nine Now,3 Weeks,oneplus,0,P18-44Nine Now3 Weeksoneplus0,0.172789231,2334.55,-0.55,9700000
P18-44,Ten Play,3 Weeks,oneplus,0,P18-44Ten Play3 Weeksoneplus0,0.081788048,1945.46,-0.55,9700000
P18-44,Seven Plus,3 Weeks,oneplus,0,P18-44Seven Plus3 Weeksoneplus0,0.058684214,1945.46,-0.55,9700000
P18-44,SBS On Demand,3 Weeks,oneplus,0,P18-44SBS On Demand3 Weeksoneplus0,0.049524731,1750.91,-0.55,9700000
P18-44,Kayo,3 Weeks,oneplus,0,P18-44Kayo3 Weeksoneplus0,0.154002067,1984.36,-0.55,9700000
P18-44,Foxtel Go,3 Weeks,oneplus,0,P18-44Foxtel Go3 Weeksoneplus0,0.062867359,1945.46,-0.55,9700000
P18-44,Binge,3 Weeks,oneplus,0,P18-44Binge3 Weeksoneplus0,0.035404491,2334.55,-0.55,9700000
P18-44,Netflix,3 Weeks,oneplus,0,P18-44Netflix3 Weeksoneplus0,0.059159785,1945.46,-0.82,9700000
P18-44,Optus Sport,3 Weeks,oneplus,0,P18-44Optus Sport3 Weeksoneplus0,0.059159785,1945.46,-0.9,9700000
P18-44,Amazon Prime,3 Weeks,oneplus,0,P18-44Amazon Prime3 Weeksoneplus0,0.144261882,1945.46,-0.8,9700000
P18-64,Linear TV Metro & Regional,3 Weeks,oneplus,0,P18-64Linear TV Metro & Regional3 Weeksoneplus0,0.726070857,695.74,-0.53,16000000
P18-64,Linear TV Metro,3 Weeks,oneplus,0,P18-64Linear TV Metro3 Weeksoneplus0,0.507814596,737.91,-0.53,16000000
P18-64,Linear TV Regional,3 Weeks,oneplus,0,P18-64Linear TV Regional3 Weeksoneplus0,0.21825626,674.66,-0.53,16000000
