Demographic,Platform,Weeks,Curve Frequency,Frequency Cap,Key,  A  , B , C , Potential 
P18-44,Linear TV Regional 4 Seven Network,1 Week,oneplus,0,P18-44Linear TV Regional 4 Seven Network1 Weekoneplus0,0.089754603,622.55,-0.55,9700000
P18-44,Linear TV Regional 4 Nine Network,1 Week,oneplus,0,P18-44Linear TV Regional 4 Nine Network1 Weekoneplus0,0.093789565,622.55,-0.55,9700000
P18-44,Linear TV Regional 4 Ten Network,1 Week,oneplus,0,P18-44Linear TV Regional 4 Ten Network1 Weekoneplus0,0.062077443,622.55,-0.55,9700000
P18-44,Linear TV Regional 4 SBS Network,1 Week,oneplus,0,P18-44Linear TV Regional 4 SBS Network1 Weekoneplus0,0.028378584,622.55,-0.55,9700000
P18-44,Foxtel Linear,1 Week,oneplus,0,P18-44Foxtel Linear1 Weekoneplus0,0.090298796,583.64,-0.55,9700000
P18-44,YouTube TrueView,1 Week,oneplus,0,P18-44YouTube TrueView1 Weekoneplus0,0.511,52426.37,-0.85,9700000
P18-44,YouTube Instant Reserve,1 Week,oneplus,0,P18-44YouTube Instant Reserve1 Weekoneplus0,0.5012,1625.23,-0.55,9700000
P18-44,YouTube Select,1 Week,oneplus,0,P18-44YouTube Select1 Weekoneplus0,0.338321904,14358.34,-0.75,9700000
P18-44,YouTube OMG Select,1 Week,oneplus,0,P18-44YouTube OMG Select1 Weekoneplus0,0.220368339,156526.57,-0.98,9700000
P18-44,Nine Now,1 Week,oneplus,0,P18-44Nine Now1 Weekoneplus0,0.116721925,2334.55,-0.55,9700000
P18-44,Ten Play,1 Week,oneplus,0,P18-44Ten Play1 Weekoneplus0,0.052378249,1945.46,-0.55,9700000
P18-44,Seven Plus,1 Week,oneplus,0,P18-44Seven Plus1 Weekoneplus0,0.037972138,1945.46,-0.55,9700000
P18-44,SBS On Demand,1 Week,oneplus,0,P18-44SBS On Demand1 Weekoneplus0,0.032045414,1750.91,-0.55,9700000
P18-44,Kayo,1 Week,oneplus,0,P18-44Kayo1 Weekoneplus0,0.099648396,1984.36,-0.55,9700000
P18-44,Foxtel Go,1 Week,oneplus,0,P18-44Foxtel Go1 Weekoneplus0,0.040678879,1945.46,-0.55,9700000
P18-44,Binge,1 Week,oneplus,0,P18-44Binge1 Weekoneplus0,0.022908788,2334.55,-0.55,9700000
P18-44,Netflix,1 Week,oneplus,0,P18-44Netflix1 Weekoneplus0,0.038279861,1945.46,-0.82,9700000
P18-44,Optus Sport,1 Week,oneplus,0,P18-44Optus Sport1 Weekoneplus0,0.038279861,1945.46,-0.9,9700000
P18-44,Amazon Prime,1 Week,oneplus,0,P18-44Amazon Prime1 Weekoneplus0,0.099959749,1945.46,-0.8,9700000
P18-64,Linear TV Metro & Regional,1 Week,oneplus,0,P18-64Linear TV Metro & Regional1 Weekoneplus0,0.564721777,695.74,-0.53,16000000
P18-64,Linear TV Metro,1 Week,oneplus,0,P18-64Linear TV Metro1 Weekoneplus0,0.394966908,737.91,-0.53,16000000
P18-64,Linear TV Regional,1 Week,oneplus,0,P18-64Linear TV Regional1 Weekoneplus0,0.169754869,674.66,-0.53,16000000
P18-64,Linear TV Metro 5 Cap Seven Network,1 Week,oneplus,0,P18-64Linear TV Metro 5 Cap Seven Network1 Weekoneplus0,0.257967845,737.91,-0.53,16000000
P18-64,Linear TV Metro 5 Cap Nine Network,1 Week,oneplus,0,P18-64Linear TV Metro 5 Cap Nine Network1 Weekoneplus0,0.269564915,737.91,-0.53,16000000
P18-64,Linear TV Metro 5 Cap Ten Network,1 Week,oneplus,0,P18-64Linear TV Metro 5 Cap Ten Network1 Weekoneplus0,0.178419643,737.91,-0.53,16000000
P18-64,Linear TV Metro 5 Cap SBS Network,1 Week,oneplus,0,P18-64Linear TV Metro 5 Cap SBS Network1 Weekoneplus0,0.081564197,737.91,-0.53,16000000
P18-64,Linear TV Regional 4 Seven Network,1 Week,oneplus,0,P18-64Linear TV Regional 4 Seven Network1 Weekoneplus0,0.110873333,674.66,-0.53,16000000
P18-64,Linear TV Regional 4 Nine Network,1 Week,oneplus,0,P18-64Linear TV Regional 4 Nine Network1 Weekoneplus0,0.115857698,674.66,-0.53,16000000
P18-64,Linear TV Regional 4 Ten Network,1 Week,oneplus,0,P18-64Linear TV Regional 4 Ten Network1 Weekoneplus0,0.076683901,674.66,-0.53,16000000
P18-64,Linear TV Regional 4 SBS Network,1 Week,oneplus,0,P18-64Linear TV Regional 4 SBS Network1 Weekoneplus0,0.035055898,674.66,-0.53,16000000
P18-64,Foxtel Linear,1 Week,oneplus,0,P18-64Foxtel Linear1 Weekoneplus0,0.13950627,632.49,-0.53,16000000
P18-64,YouTube TrueView,1 Week,oneplus,0,P18-64YouTube TrueView1 Weekoneplus0,0.5159,62104.98,-0.85,16000000
P18-64,YouTube Instant Reserve,1 Week,oneplus,0,P18-64YouTube Instant Reserve1 Weekoneplus0,0.483,1577.01,-0.53,16000000
P18-64,YouTube Select,1 Week,oneplus,0,P18-64YouTube Select1 Weekoneplus0,0.338321904,36817.02,-0.81,16000000
P18-64,YouTube OMG Select,1 Week,oneplus,0,P18-64YouTube OMG Select1 Weekoneplus0,0.220368338,158485.62,-0.97,16000000
P18-64,Nine Now,1 Week,oneplus,0,P18-64Nine Now1 Weekoneplus0,0.116721925,2529.97,-0.53,16000000
P18-64,Ten Play,1 Week,oneplus,0,P18-64Ten Play1 Weekoneplus0,0.052378249,2108.31,-0.53,16000000
P18-64,Seven Plus,1 Week,oneplus,0,P18-64Seven Plus1 Weekoneplus0,0.050517242,2108.31,-0.53,16000000
P18-64,SBS On Demand,1 Week,oneplus,0,P18-64SBS On Demand1 Weekoneplus0,0.037715517,1897.48,-0.53,16000000
P18-64,Kayo,1 Week,oneplus,0,P18-64Kayo1 Weekoneplus0,0.08830819,2150.47,-0.53,16000000
P18-64,Foxtel Go,1 Week,oneplus,0,P18-64Foxtel Go1 Weekoneplus0,0.040678879,2108.31,-0.53,16000000
P18-64,Binge,1 Week,oneplus,0,P18-64Binge1 Weekoneplus0,0.017238685,2529.97,-0.53,16000000
P18-64,Netflix,1 Week,oneplus,0,P18-64Netflix1 Weekoneplus0,0.026939655,2108.31,-0.82,16000000
P18-64,Optus Sport,1 Week,oneplus,0,P18-64Optus Sport1 Weekoneplus0,0.026939655,2108.31,-0.9,16000000
P18-64,Amazon Prime,1 Week,oneplus,0,P18-64Amazon Prime1 Weekoneplus0,0.08757474,2108.31,-0.8,16000000
