Demographic,Platform,Weeks,Curve Frequency,Frequency Cap,Key,  A  , B , C , Potential ,D,Max Reach
P18-44,YouTube Select,4 Weeks,fiveplus,0,P18-44YouTube Select4 Weeksfiveplus0,-2.144685729,1.580080612,-1442738.981,9700000,302109.3853,0
P18-44,YouTube Select,4 Weeks,sixplus,0,P18-44YouTube Select4 Weekssixplus0,-1.553026289,1.230850407,-2168731.187,9700000,673172.5097,0
P18-44,YouTube Select,4 Weeks,sevenplus,0,P18-44YouTube Select4 Weekssevenplus0,-1.142855054,0.972109643,-2629088.714,9700000,1070723.202,0
P18-44,YouTube Select,4 Weeks,eightplus,0,P18-44YouTube Select4 Weekseightplus0,-0.885740997,0.854164487,-3633119.704,9700000,2104899.43,0
P18-44,YouTube Select,4 Weeks,nineplus,0,P18-44YouTube Select4 Weeksnineplus0,-0.838463229,0.890986627,-5116631.987,9700000,3664285.858,0
P18-44,YouTube Select,3 Weeks,oneplus,0,P18-44YouTube Select3 Weeksoneplus0,0.568227318,2538.822305,-0.591228404,9700000,0,0.371843812
P18-44,YouTube Select,3 Weeks,twoplus,0,P18-44YouTube Select3 Weekstwoplus0,-4.191540605,2.886917971,-489791.8296,9700000,54953.25423,0
P18-44,YouTube Select,3 Weeks,threeplus,0,P18-44YouTube Select3 Weeksthreeplus0,-3.308273425,2.305662902,-750406.0764,9700000,97613.25802,0
P18-44,YouTube Select,3 Weeks,fourplus,0,P18-44YouTube Select3 Weeksfourplus0,-2.556518561,1.821542374,-1097349.671,9700000,177962.0782,0
P18-44,YouTube Select,3 Weeks,fiveplus,0,P18-44YouTube Select3 Weeksfiveplus0,-1.867653671,1.375979387,-1442738.981,9700000,302109.3853,0
P18-44,YouTube Select,3 Weeks,sixplus,0,P18-44YouTube Select3 Weekssixplus0,-1.352419709,1.071859737,-2168731.187,9700000,673172.5097,0
P18-44,YouTube Select,3 Weeks,sevenplus,0,P18-44YouTube Select3 Weekssevenplus0,-0.995230867,0.846540879,-2629088.714,9700000,1070723.202,0
P18-44,YouTube Select,3 Weeks,eightplus,0,P18-44YouTube Select3 Weekseightplus0,-0.771328593,0.743830864,-3633119.704,9700000,2104899.43,0
P18-44,YouTube Select,3 Weeks,nineplus,0,P18-44YouTube Select3 Weeksnineplus0,-0.730157759,0.775896637,-5116631.987,9700000,3664285.858,0
P18-44,YouTube Select,2 Weeks,oneplus,0,P18-44YouTube Select2 Weeksoneplus0,0.48394125,2538.822305,-0.591228404,9700000,0,0.316687624
P18-44,YouTube Select,2 Weeks,twoplus,0,P18-44YouTube Select2 Weekstwoplus0,-3.569802679,2.458696808,-489791.8296,9700000,54953.25423,0
P18-44,YouTube Select,2 Weeks,threeplus,0,P18-44YouTube Select2 Weeksthreeplus0,-2.817551933,1.963660233,-750406.0764,9700000,97613.25802,0
P18-44,YouTube Select,2 Weeks,fourplus,0,P18-44YouTube Select2 Weeksfourplus0,-2.177306071,1.551350078,-1097349.671,9700000,177962.0782,0
P18-44,YouTube Select,2 Weeks,fiveplus,0,P18-44YouTube Select2 Weeksfiveplus0,-1.590621613,1.171878162,-1442738.981,9700000,302109.3853,0
P18-44,YouTube Select,2 Weeks,sixplus,0,P18-44YouTube Select2 Weekssixplus0,-1.151813129,0.912869067,-2168731.187,9700000,673172.5097,0
P18-44,YouTube Select,2 Weeks,sevenplus,0,P18-44YouTube Select2 Weekssevenplus0,-0.847606679,0.720972116,-2629088.714,9700000,1070723.202,0
P18-44,YouTube Select,2 Weeks,eightplus,0,P18-44YouTube Select2 Weekseightplus0,-0.656916188,0.633497242,-3633119.704,9700000,2104899.43,0
P18-44,YouTube Select,2 Weeks,nineplus,0,P18-44YouTube Select2 Weeksnineplus0,-0.62185229,0.660806647,-5116631.987,9700000,3664285.858,0
P18-44,YouTube Select,1 Week,oneplus,0,P18-44YouTube Select1 Weekoneplus0,0.399655183,2538.822305,-0.591228404,9700000,0,0.261531437
P18-44,YouTube Select,1 Week,twoplus,0,P18-44YouTube Select1 Weektwoplus0,-2.948064752,2.030475644,-489791.8296,9700000,54953.25423,0
P18-44,YouTube Select,1 Week,threeplus,0,P18-44YouTube Select1 Weekthreeplus0,-2.32683044,1.621657565,-750406.0764,9700000,97613.25802,0
P18-44,YouTube Select,1 Week,fourplus,0,P18-44YouTube Select1 Weekfourplus0,-1.798093581,1.281157782,-1097349.671,9700000,177962.0782,0
P18-44,YouTube Select,1 Week,fiveplus,0,P18-44YouTube Select1 Weekfiveplus0,-1.313589554,0.967776937,-1442738.981,9700000,302109.3853,0
P18-44,YouTube Select,1 Week,sixplus,0,P18-44YouTube Select1 Weeksixplus0,-0.951206549,0.753878396,-2168731.187,9700000,673172.5097,0
P18-44,YouTube Select,1 Week,sevenplus,0,P18-44YouTube Select1 Weeksevenplus0,-0.699982492,0.595403352,-2629088.714,9700000,1070723.202,0
P18-44,YouTube Select,1 Week,eightplus,0,P18-44YouTube Select1 Weekeightplus0,-0.542503783,0.523163619,-3633119.704,9700000,2104899.43,0
P18-44,YouTube Select,1 Week,nineplus,0,P18-44YouTube Select1 Weeknineplus0,-0.513546821,0.545716657,-5116631.987,9700000,3664285.858,0
P18-44,YouTube Select,5 Weeks,oneplus,0,P18-44YouTube Select5 Weeksoneplus0,0.656570283,2538.822305,-0.591228404,9700000,0,0.429654804
P18-44,YouTube Select,5 Weeks,twoplus,0,P18-44YouTube Select5 Weekstwoplus0,-4.843204324,3.335750483,-489791.8296,9700000,54953.25423,0
P18-44,YouTube Select,5 Weeks,threeplus,0,P18-44YouTube Select5 Weeksthreeplus0,-3.822614562,2.664127009,-750406.0764,9700000,97613.25802,0
P18-44,YouTube Select,5 Weeks,fourplus,0,P18-44YouTube Select5 Weeksfourplus0,-2.953983491,2.104739697,-1097349.671,9700000,177962.0782,0
P18-44,YouTube Select,5 Weeks,fiveplus,0,P18-44YouTube Select5 Weeksfiveplus0,-2.158019971,1.589904511,-1442738.981,9700000,302109.3853,0
P18-44,YouTube Select,5 Weeks,sixplus,0,P18-44YouTube Select5 Weekssixplus0,-1.562681983,1.238503024,-2168731.187,9700000,673172.5097,0
P18-44,YouTube Select,5 Weeks,sevenplus,0,P18-44YouTube Select5 Weekssevenplus0,-1.149960573,0.97815358,-2629088.714,9700000,1070723.202,0
P18-44,YouTube Select,5 Weeks,eightplus,0,P18-44YouTube Select5 Weekseightplus0,-0.891247951,0.859475119,-3633119.704,9700000,2104899.43,0
P18-44,YouTube Select,5 Weeks,nineplus,0,P18-44YouTube Select5 Weeksnineplus0,-0.84367624,0.896526195,-5116631.987,9700000,3664285.858,0
P18-44,YouTube Select,6 Weeks,oneplus,0,P18-44YouTube Select6 Weeksoneplus0,0.660627181,2538.822305,-0.591228404,9700000,0,0.432309609
P18-44,YouTube Select,6 Weeks,twoplus,0,P18-44YouTube Select6 Weekstwoplus0,-4.873130116,3.356361832,-489791.8296,9700000,54953.25423,0
P18-44,YouTube Select,6 Weeks,threeplus,0,P18-44YouTube Select6 Weeksthreeplus0,-3.846234208,2.680588448,-750406.0764,9700000,97613.25802,0
P18-44,YouTube Select,6 Weeks,fourplus,0,P18-44YouTube Select6 Weeksfourplus0,-2.972235931,2.117744724,-1097349.671,9700000,177962.0782,0
P18-44,YouTube Select,6 Weeks,fiveplus,0,P18-44YouTube Select6 Weeksfiveplus0,-2.171354213,1.59972841,-1442738.981,9700000,302109.3853,0
P18-44,YouTube Select,6 Weeks,sixplus,0,P18-44YouTube Select6 Weekssixplus0,-1.572337676,1.24615564,-2168731.187,9700000,673172.5097,0
P18-44,YouTube Select,6 Weeks,sevenplus,0,P18-44YouTube Select6 Weekssevenplus0,-1.157066092,0.984197516,-2629088.714,9700000,1070723.202,0
P18-44,YouTube Select,6 Weeks,eightplus,0,P18-44YouTube Select6 Weekseightplus0,-0.896754904,0.86478575,-3633119.704,9700000,2104899.43,0
P18-44,YouTube Select,6 Weeks,nineplus,0,P18-44YouTube Select6 Weeksnineplus0,-0.848889252,0.902065762,-5116631.987,9700000,3664285.858,0
P18-44,YouTube Select,7 Weeks,oneplus,0,P18-44YouTube Select7 Weeksoneplus0,0.664684079,2538.822305,-0.591228404,9700000,0,0.434964413
P18-44,YouTube Select,7 Weeks,twoplus,0,P18-44YouTube Select7 Weekstwoplus0,-4.903055908,3.376973181,-489791.8296,9700000,54953.25423,0
P18-44,YouTube Select,7 Weeks,threeplus,0,P18-44YouTube Select7 Weeksthreeplus0,-3.869853853,2.697049887,-750406.0764,9700000,97613.25802,0
P18-44,YouTube Select,7 Weeks,fourplus,0,P18-44YouTube Select7 Weeksfourplus0,-2.990488371,2.13074975,-1097349.671,9700000,177962.0782,0
P18-44,YouTube Select,7 Weeks,fiveplus,0,P18-44YouTube Select7 Weeksfiveplus0,-2.184688454,1.609552309,-1442738.981,9700000,302109.3853,0
P18-44,YouTube Select,7 Weeks,sixplus,0,P18-44YouTube Select7 Weekssixplus0,-1.58199337,1.253808256,-2168731.187,9700000,673172.5097,0
P18-44,YouTube Select,7 Weeks,sevenplus,0,P18-44YouTube Select7 Weekssevenplus0,-1.164171612,0.990241453,-2629088.714,9700000,1070723.202,0
P18-44,YouTube Select,7 Weeks,eightplus,0,P18-44YouTube Select7 Weekseightplus0,-0.902261858,0.870096382,-3633119.704,9700000,2104899.43,0
P18-44,YouTube Select,7 Weeks,nineplus,0,P18-44YouTube Select7 Weeksnineplus0,-0.854102263,0.907605329,-5116631.987,9700000,3664285.858,0
P18-44,YouTube Select,8 Weeks,oneplus,0,P18-44YouTube Select8 Weeksoneplus0,0.668740977,2538.822305,-0.591228404,9700000,0,0.437619218
P18-44,YouTube Select,8 Weeks,twoplus,0,P18-44YouTube Select8 Weekstwoplus0,-4.9329817,3.397584531,-489791.8296,9700000,54953.25423,0
P18-44,YouTube Select,8 Weeks,threeplus,0,P18-44YouTube Select8 Weeksthreeplus0,-3.893473498,2.713511325,-750406.0764,9700000,97613.25802,0
P18-44,YouTube Select,8 Weeks,fourplus,0,P18-44YouTube Select8 Weeksfourplus0,-3.008740811,2.143754777,-1097349.671,9700000,177962.0782,0
P18-44,YouTube Select,8 Weeks,fiveplus,0,P18-44YouTube Select8 Weeksfiveplus0,-2.198022696,1.619376209,-1442738.981,9700000,302109.3853,0
P18-44,YouTube Select,8 Weeks,sixplus,0,P18-44YouTube Select8 Weekssixplus0,-1.591649063,1.261460872,-2168731.187,9700000,673172.5097,0
P18-44,YouTube Select,8 Weeks,sevenplus,0,P18-44YouTube Select8 Weekssevenplus0,-1.171277131,0.99628539,-2629088.714,9700000,1070723.202,0
P18-44,YouTube Select,8 Weeks,eightplus,0,P18-44YouTube Select8 Weekseightplus0,-0.907768811,0.875407013,-3633119.704,9700000,2104899.43,0
P18-44,YouTube Select,8 Weeks,nineplus,0,P18-44YouTube Select8 Weeksnineplus0,-0.859315274,0.913144897,-5116631.987,9700000,3664285.858,0
P18-44,YouTube Select,9 Weeks,oneplus,0,P18-44YouTube Select9 Weeksoneplus0,0.672797875,2538.822305,-0.591228404,9700000,0,0.440274022
P18-44,YouTube Select,9 Weeks,twoplus,0,P18-44YouTube Select9 Weekstwoplus0,-4.962907492,3.41819588,-489791.8296,9700000,54953.25423,0
P18-44,YouTube Select,9 Weeks,threeplus,0,P18-44YouTube Select9 Weeksthreeplus0,-3.917093143,2.729972764,-750406.0764,9700000,97613.25802,0
P18-44,YouTube Select,9 Weeks,fourplus,0,P18-44YouTube Select9 Weeksfourplus0,-3.026993251,2.156759804,-1097349.671,9700000,177962.0782,0
P18-44,YouTube Select,9 Weeks,fiveplus,0,P18-44YouTube Select9 Weeksfiveplus0,-2.211356938,1.629200108,-1442738.981,9700000,302109.3853,0
P18-44,YouTube Select,9 Weeks,sixplus,0,P18-44YouTube Select9 Weekssixplus0,-1.601304756,1.269113488,-2168731.187,9700000,673172.5097,0
P18-44,YouTube Select,9 Weeks,sevenplus,0,P18-44YouTube Select9 Weekssevenplus0,-1.17838265,1.002329326,-2629088.714,9700000,1070723.202,0
P18-44,YouTube Select,9 Weeks,eightplus,0,P18-44YouTube Select9 Weekseightplus0,-0.913275765,0.880717645,-3633119.704,9700000,2104899.43,0
P18-44,YouTube Select,9 Weeks,nineplus,0,P18-44YouTube Select9 Weeksnineplus0,-0.864528286,0.918684464,-5116631.987,9700000,3664285.858,0
P18-44,YouTube Select,10 Weeks,oneplus,0,P18-44YouTube Select10 Weeksoneplus0,0.676854773,2538.822305,-0.591228404,9700000,0,0.442928827
P18-44,YouTube Select,10 Weeks,twoplus,0,P18-44YouTube Select10 Weekstwoplus0,-4.992833284,3.438807229,-489791.8296,9700000,54953.25423,0
P18-44,YouTube Select,10 Weeks,threeplus,0,P18-44YouTube Select10 Weeksthreeplus0,-3.940712789,2.746434202,-750406.0764,9700000,97613.25802,0
P18-44,YouTube Select,10 Weeks,fourplus,0,P18-44YouTube Select10 Weeksfourplus0,-3.045245691,2.169764831,-1097349.671,9700000,177962.0782,0
P18-44,YouTube Select,10 Weeks,fiveplus,0,P18-44YouTube Select10 Weeksfiveplus0,-2.224691179,1.639024007,-1442738.981,9700000,302109.3853,0
P18-44,YouTube Select,10 Weeks,sixplus,0,P18-44YouTube Select10 Weekssixplus0,-1.61096045,1.276766105,-2168731.187,9700000,673172.5097,0
P18-44,YouTube Select,10 Weeks,sevenplus,0,P18-44YouTube Select10 Weekssevenplus0,-1.185488169,1.008373263,-2629088.714,9700000,1070723.202,0
P18-44,YouTube Select,10 Weeks,eightplus,0,P18-44YouTube Select10 Weekseightplus0,-0.918782718,0.886028276,-3633119.704,9700000,2104899.43,0
P18-44,YouTube Select,10 Weeks,nineplus,0,P18-44YouTube Select10 Weeksnineplus0,-0.869741297,0.924224031,-5116631.987,9700000,3664285.858,0
P18-44,YouTube Select,11 Weeks,oneplus,0,P18-44YouTube Select11 Weeksoneplus0,0.680911671,2538.822305,-0.591228404,9700000,0,0.445583631
P18-44,YouTube Select,11 Weeks,twoplus,0,P18-44YouTube Select11 Weekstwoplus0,-5.022759076,3.459418578,-489791.8296,9700000,54953.25423,0
P18-44,YouTube Select,11 Weeks,threeplus,0,P18-44YouTube Select11 Weeksthreeplus0,-3.964332434,2.762895641,-750406.0764,9700000,97613.25802,0
P18-44,YouTube Select,11 Weeks,fourplus,0,P18-44YouTube Select11 Weeksfourplus0,-3.06349813,2.182769858,-1097349.671,9700000,177962.0782,0
P18-44,YouTube Select,11 Weeks,fiveplus,0,P18-44YouTube Select11 Weeksfiveplus0,-2.238025421,1.648847907,-1442738.981,9700000,302109.3853,0
P18-44,YouTube Select,11 Weeks,sixplus,0,P18-44YouTube Select11 Weekssixplus0,-1.620616143,1.284418721,-2168731.187,9700000,673172.5097,0
P18-44,YouTube Select,11 Weeks,sevenplus,0,P18-44YouTube Select11 Weekssevenplus0,-1.192593688,1.0144172,-2629088.714,9700000,1070723.202,0
P18-44,YouTube Select,11 Weeks,eightplus,0,P18-44YouTube Select11 Weekseightplus0,-0.924289672,0.891338908,-3633119.704,9700000,2104899.43,0
P18-44,YouTube Select,11 Weeks,nineplus,0,P18-44YouTube Select11 Weeksnineplus0,-0.874954309,0.929763598,-5116631.987,9700000,3664285.858,0
P18-44,YouTube Select,12 Weeks,oneplus,0,P18-44YouTube Select12 Weeksoneplus0,0.684968569,2538.822305,-0.591228404,9700000,0,0.448238435
P18-44,YouTube Select,12 Weeks,twoplus,0,P18-44YouTube Select12 Weekstwoplus0,-5.052684868,3.480029927,-489791.8296,9700000,54953.25423,0
P18-44,YouTube Select,12 Weeks,threeplus,0,P18-44YouTube Select12 Weeksthreeplus0,-3.987952079,2.77935708,-750406.0764,9700000,97613.25802,0
P18-44,YouTube Select,12 Weeks,fourplus,0,P18-44YouTube Select12 Weeksfourplus0,-3.08175057,2.195774885,-1097349.671,9700000,177962.0782,0
P18-44,YouTube Select,12 Weeks,fiveplus,0,P18-44YouTube Select12 Weeksfiveplus0,-2.251359663,1.658671806,-1442738.981,9700000,302109.3853,0
P18-44,YouTube Select,12 Weeks,sixplus,0,P18-44YouTube Select12 Weekssixplus0,-1.630271837,1.292071337,-2168731.187,9700000,673172.5097,0
P18-44,YouTube Select,12 Weeks,sevenplus,0,P18-44YouTube Select12 Weekssevenplus0,-1.199699207,1.020461137,-2629088.714,9700000,1070723.202,0
P18-44,YouTube Select,12 Weeks,eightplus,0,P18-44YouTube Select12 Weekseightplus0,-0.929796625,0.896649539,-3633119.704,9700000,2104899.43,0
P18-44,YouTube Select,12 Weeks,nineplus,0,P18-44YouTube Select12 Weeksnineplus0,-0.88016732,0.935303166,-5116631.987,9700000,3664285.858,0
P18-64,YouTube Select,4 Weeks,oneplus,0,P18-64YouTube Select4 Weeksoneplus0,0.594768823,2673.179028,-0.586626675,16000000,0,0.404
P18-64,YouTube Select,4 Weeks,twoplus,0,P18-64YouTube Select4 Weekstwoplus0,-4.333800505,2.999454565,-641432.2104,16000000,76842.3738,0
P18-64,YouTube Select,4 Weeks,threeplus,0,P18-64YouTube Select4 Weeksthreeplus0,-3.209187432,2.269566259,-1032744.112,16000000,156125.6439,0
P18-64,YouTube Select,4 Weeks,fourplus,0,P18-64YouTube Select4 Weeksfourplus0,-2.404990914,1.748268303,-1384171.936,16000000,264799.2142,0
P18-64,YouTube Select,4 Weeks,fiveplus,0,P18-64YouTube Select4 Weeksfiveplus0,-1.722895926,1.31056868,-1844508.994,16000000,468820.639,0
P18-64,YouTube Select,4 Weeks,sixplus,0,P18-64YouTube Select4 Weekssixplus0,-1.872157148,1.390037385,-2198408.586,16000000,485866.1827,0
P18-64,YouTube Select,4 Weeks,sevenplus,0,P18-64YouTube Select4 Weekssevenplus0,-1.146585003,0.930708632,-2675274.475,16000000,916730.8961,0
P18-64,YouTube Select,4 Weeks,eightplus,0,P18-64YouTube Select4 Weekseightplus0,-1.115656791,0.91289978,-3297484.589,16000000,1169075.891,0
P18-64,YouTube Select,4 Weeks,nineplus,0,P18-64YouTube Select4 Weeksnineplus0,-0.942024988,0.798658906,-3713083.673,16000000,1499025.951,0
P18-64,YouTube Select,3 Weeks,oneplus,0,P18-64YouTube Select3 Weeksoneplus0,0.517941702,2673.179028,-0.586626675,16000000,0,0.351814754
P18-64,YouTube Select,3 Weeks,twoplus,0,P18-64YouTube Select3 Weekstwoplus0,-3.773997427,2.612010819,-641432.2104,16000000,76842.3738,0
P18-64,YouTube Select,3 Weeks,threeplus,0,P18-64YouTube Select3 Weeksthreeplus0,-2.794652199,1.976403208,-1032744.112,16000000,156125.6439,0
P18-64,YouTube Select,3 Weeks,fourplus,0,P18-64YouTube Select3 Weeksfourplus0,-2.094334871,1.522442039,-1384171.936,16000000,264799.2142,0
P18-64,YouTube Select,3 Weeks,fiveplus,0,P18-64YouTube Select3 Weeksfiveplus0,-1.500347047,1.141280689,-1844508.994,16000000,468820.639,0
P18-64,YouTube Select,3 Weeks,sixplus,0,P18-64YouTube Select3 Weekssixplus0,-1.630327988,1.21048431,-2198408.586,16000000,485866.1827,0
P18-64,YouTube Select,3 Weeks,sevenplus,0,P18-64YouTube Select3 Weekssevenplus0,-0.998479012,0.810487695,-2675274.475,16000000,916730.8961,0
P18-64,YouTube Select,3 Weeks,eightplus,0,P18-64YouTube Select3 Weekseightplus0,-0.971545841,0.794979237,-3297484.589,16000000,1169075.891,0
P18-64,YouTube Select,3 Weeks,nineplus,0,P18-64YouTube Select3 Weeksnineplus0,-0.820342301,0.695495017,-3713083.673,16000000,1499025.951,0
P18-64,YouTube Select,2 Weeks,oneplus,0,P18-64YouTube Select2 Weeksoneplus0,0.44111458,2673.179028,-0.586626675,16000000,0,0.299629509
P18-64,YouTube Select,2 Weeks,twoplus,0,P18-64YouTube Select2 Weekstwoplus0,-3.214194348,2.224567074,-641432.2104,16000000,76842.3738,0
P18-64,YouTube Select,2 Weeks,threeplus,0,P18-64YouTube Select2 Weeksthreeplus0,-2.380116965,1.683240157,-1032744.112,16000000,156125.6439,0
P18-64,YouTube Select,2 Weeks,fourplus,0,P18-64YouTube Select2 Weeksfourplus0,-1.783678827,1.296615774,-1384171.936,16000000,264799.2142,0
P18-64,YouTube Select,2 Weeks,fiveplus,0,P18-64YouTube Select2 Weeksfiveplus0,-1.277798168,0.971992698,-1844508.994,16000000,468820.639,0
P18-64,YouTube Select,2 Weeks,sixplus,0,P18-64YouTube Select2 Weekssixplus0,-1.388498828,1.030931235,-2198408.586,16000000,485866.1827,0
P18-64,YouTube Select,2 Weeks,sevenplus,0,P18-64YouTube Select2 Weekssevenplus0,-0.850373022,0.690266758,-2675274.475,16000000,916730.8961,0
P18-64,YouTube Select,2 Weeks,eightplus,0,P18-64YouTube Select2 Weekseightplus0,-0.827434892,0.677058695,-3297484.589,16000000,1169075.891,0
P18-64,YouTube Select,2 Weeks,nineplus,0,P18-64YouTube Select2 Weeksnineplus0,-0.698659615,0.592331128,-3713083.673,16000000,1499025.951,0
P18-64,YouTube Select,1 Week,oneplus,0,P18-64YouTube Select1 Weekoneplus0,0.364287458,2673.179028,-0.586626675,16000000,0,0.247444263
P18-64,YouTube Select,1 Week,twoplus,0,P18-64YouTube Select1 Weektwoplus0,-2.654391269,1.837123328,-641432.2104,16000000,76842.3738,0
P18-64,YouTube Select,1 Week,threeplus,0,P18-64YouTube Select1 Weekthreeplus0,-1.965581731,1.390077106,-1032744.112,16000000,156125.6439,0
P18-64,YouTube Select,1 Week,fourplus,0,P18-64YouTube Select1 Weekfourplus0,-1.473022784,1.07078951,-1384171.936,16000000,264799.2142,0
P18-64,YouTube Select,1 Week,fiveplus,0,P18-64YouTube Select1 Weekfiveplus0,-1.055249289,0.802704706,-1844508.994,16000000,468820.639,0
P18-64,YouTube Select,1 Week,sixplus,0,P18-64YouTube Select1 Weeksixplus0,-1.146669668,0.85137816,-2198408.586,16000000,485866.1827,0
P18-64,YouTube Select,1 Week,sevenplus,0,P18-64YouTube Select1 Weeksevenplus0,-0.702267032,0.570045821,-2675274.475,16000000,916730.8961,0
P18-64,YouTube Select,1 Week,eightplus,0,P18-64YouTube Select1 Weekeightplus0,-0.683323942,0.559138152,-3297484.589,16000000,1169075.891,0
P18-64,YouTube Select,1 Week,nineplus,0,P18-64YouTube Select1 Weeknineplus0,-0.576976928,0.489167239,-3713083.673,16000000,1499025.951,0
P18-64,YouTube Select,5 Weeks,oneplus,0,P18-64YouTube Select5 Weeksoneplus0,0.598466704,2673.179028,-0.586626675,16000000,0,0.406511806
P18-64,YouTube Select,5 Weeks,twoplus,0,P18-64YouTube Select5 Weekstwoplus0,-4.360745219,3.018103195,-641432.2104,16000000,76842.3738,0
P18-64,YouTube Select,5 Weeks,threeplus,0,P18-64YouTube Select5 Weeksthreeplus0,-3.229140044,2.283676926,-1032744.112,16000000,156125.6439,0
P18-64,YouTube Select,5 Weeks,fourplus,0,P18-64YouTube Select5 Weeksfourplus0,-2.419943562,1.759137882,-1384171.936,16000000,264799.2142,0
P18-64,YouTube Select,5 Weeks,fiveplus,0,P18-64YouTube Select5 Weeksfiveplus0,-1.733607757,1.318716932,-1844508.994,16000000,468820.639,0
P18-64,YouTube Select,5 Weeks,sixplus,0,P18-64YouTube Select5 Weekssixplus0,-1.883796986,1.398679721,-2198408.586,16000000,485866.1827,0
P18-64,YouTube Select,5 Weeks,sevenplus,0,P18-64YouTube Select5 Weekssevenplus0,-1.153713712,0.936495165,-2675274.475,16000000,916730.8961,0
P18-64,YouTube Select,5 Weeks,eightplus,0,P18-64YouTube Select5 Weekseightplus0,-1.122593209,0.918575589,-3297484.589,16000000,1169075.891,0
P18-64,YouTube Select,5 Weeks,nineplus,0,P18-64YouTube Select5 Weeksnineplus0,-0.947881878,0.80362444,-3713083.673,16000000,1499025.951,0
P18-64,YouTube Select,6 Weeks,oneplus,0,P18-64YouTube Select6 Weeksoneplus0,0.602164584,2673.179028,-0.586626675,16000000,0,0.409023611
P18-64,YouTube Select,6 Weeks,twoplus,0,P18-64YouTube Select6 Weekstwoplus0,-4.387689933,3.036751826,-641432.2104,16000000,76842.3738,0
P18-64,YouTube Select,6 Weeks,threeplus,0,P18-64YouTube Select6 Weeksthreeplus0,-3.249092655,2.297787592,-1032744.112,16000000,156125.6439,0
P18-64,YouTube Select,6 Weeks,fourplus,0,P18-64YouTube Select6 Weeksfourplus0,-2.434896209,1.770007462,-1384171.936,16000000,264799.2142,0
P18-64,YouTube Select,6 Weeks,fiveplus,0,P18-64YouTube Select6 Weeksfiveplus0,-1.744319588,1.326865184,-1844508.994,16000000,468820.639,0
P18-64,YouTube Select,6 Weeks,sixplus,0,P18-64YouTube Select6 Weekssixplus0,-1.895436825,1.407322057,-2198408.586,16000000,485866.1827,0
P18-64,YouTube Select,6 Weeks,sevenplus,0,P18-64YouTube Select6 Weekssevenplus0,-1.160842421,0.942281698,-2675274.475,16000000,916730.8961,0
P18-64,YouTube Select,6 Weeks,eightplus,0,P18-64YouTube Select6 Weekseightplus0,-1.129529627,0.924251398,-3297484.589,16000000,1169075.891,0
P18-64,YouTube Select,6 Weeks,nineplus,0,P18-64YouTube Select6 Weeksnineplus0,-0.953738768,0.808589975,-3713083.673,16000000,1499025.951,0
P18-64,YouTube Select,7 Weeks,oneplus,0,P18-64YouTube Select7 Weeksoneplus0,0.605862464,2673.179028,-0.586626675,16000000,0,0.411535417
P18-64,YouTube Select,7 Weeks,twoplus,0,P18-64YouTube Select7 Weekstwoplus0,-4.414634647,3.055400456,-641432.2104,16000000,76842.3738,0
P18-64,YouTube Select,7 Weeks,threeplus,0,P18-64YouTube Select7 Weeksthreeplus0,-3.269045266,2.311898259,-1032744.112,16000000,156125.6439,0
P18-64,YouTube Select,7 Weeks,fourplus,0,P18-64YouTube Select7 Weeksfourplus0,-2.449848857,1.780877041,-1384171.936,16000000,264799.2142,0
P18-64,YouTube Select,7 Weeks,fiveplus,0,P18-64YouTube Select7 Weeksfiveplus0,-1.755031419,1.335013436,-1844508.994,16000000,468820.639,0
P18-64,YouTube Select,7 Weeks,sixplus,0,P18-64YouTube Select7 Weekssixplus0,-1.907076664,1.415964393,-2198408.586,16000000,485866.1827,0
P18-64,YouTube Select,7 Weeks,sevenplus,0,P18-64YouTube Select7 Weekssevenplus0,-1.167971131,0.94806823,-2675274.475,16000000,916730.8961,0
P18-64,YouTube Select,7 Weeks,eightplus,0,P18-64YouTube Select7 Weekseightplus0,-1.136466046,0.929927207,-3297484.589,16000000,1169075.891,0
P18-64,YouTube Select,7 Weeks,nineplus,0,P18-64YouTube Select7 Weeksnineplus0,-0.959595658,0.813555509,-3713083.673,16000000,1499025.951,0
P18-64,YouTube Select,8 Weeks,oneplus,0,P18-64YouTube Select8 Weeksoneplus0,0.609560345,2673.179028,-0.586626675,16000000,0,0.414047222
P18-64,YouTube Select,8 Weeks,twoplus,0,P18-64YouTube Select8 Weekstwoplus0,-4.441579361,3.074049087,-641432.2104,16000000,76842.3738,0
P18-64,YouTube Select,8 Weeks,threeplus,0,P18-64YouTube Select8 Weeksthreeplus0,-3.288997878,2.326008925,-1032744.112,16000000,156125.6439,0
P18-64,YouTube Select,8 Weeks,fourplus,0,P18-64YouTube Select8 Weeksfourplus0,-2.464801505,1.791746621,-1384171.936,16000000,264799.2142,0
P18-64,YouTube Select,8 Weeks,fiveplus,0,P18-64YouTube Select8 Weeksfiveplus0,-1.765743249,1.343161688,-1844508.994,16000000,468820.639,0
P18-64,YouTube Select,8 Weeks,sixplus,0,P18-64YouTube Select8 Weekssixplus0,-1.918716502,1.424606729,-2198408.586,16000000,485866.1827,0
P18-64,YouTube Select,8 Weeks,sevenplus,0,P18-64YouTube Select8 Weekssevenplus0,-1.17509984,0.953854763,-2675274.475,16000000,916730.8961,0
