Demographic,Platform,Weeks,Curve Frequency,Frequency Cap,Key,  A  , B , C , Potential 
P18-44,Linear TV Metro 5 Cap SBS Network,1 Week,oneplus,0,P18-44Linear TV Metro 5 Cap SBS Network1 Weekoneplus0,640473.148,680.91,-0.55,9700000
P18-44,Linear TV Regional 4 Seven Network,1 Week,oneplus,0,P18-44Linear TV Regional 4 Seven Network1 Weekoneplus0,870619.652,622.55,-0.55,9700000
P18-44,Linear TV Regional 4 Nine Network,1 Week,oneplus,0,P18-44Linear TV Regional 4 Nine Network1 Weekoneplus0,909758.78,622.55,-0.55,9700000
P18-44,Linear TV Regional 4 Ten Network,1 Week,oneplus,0,P18-44Linear TV Regional 4 Ten Network1 Weekoneplus0,602151.2,622.55,-0.55,9700000
P18-44,Linear TV Regional 4 SBS Network,1 Week,oneplus,0,P18-44Linear TV Regional 4 SBS Network1 Weekoneplus0,275272.263,622.55,-0.55,9700000
P18-44,Foxtel Linear,1 Week,oneplus,0,P18-44Foxtel Linear1 Weekoneplus0,875898.317,583.64,-0.55,9700000
P18-44,YouTube TrueView,1 Week,oneplus,0,P18-44YouTube TrueView1 Weekoneplus0,4956700,52426.37,-0.85,9700000
P18-44,YouTube Instant Reserve,1 Week,oneplus,0,P18-44YouTube Instant Reserve1 Weekoneplus0,4861640,1625.23,-0.55,9700000
P18-44,YouTube Select,1 Week,oneplus,0,P18-44YouTube Select1 Weekoneplus0,3281722.472,14358.34,-0.75,9700000
P18-44,YouTube OMG Select,1 Week,oneplus,0,P18-44YouTube OMG Select1 Weekoneplus0,2137572.885,156526.57,-0.98,9700000
P18-44,Nine Now,1 Week,oneplus,0,P18-44Nine Now1 Weekoneplus0,1132202.668,2334.55,-0.55,9700000
P18-44,Ten Play,1 Week,oneplus,0,P18-44Ten Play1 Weekoneplus0,508069.0199,1945.46,-0.55,9700000
P18-44,Seven Plus,1 Week,oneplus,0,P18-44Seven Plus1 Weekoneplus0,368329.742,1945.46,-0.55,9700000
P18-44,SBS On Demand,1 Week,oneplus,0,P18-44SBS On Demand1 Weekoneplus0,310840.519,1750.91,-0.55,9700000
P18-44,Kayo,1 Week,oneplus,0,P18-44Kayo1 Weekoneplus0,966589.4425,1984.36,-0.55,9700000
P18-44,Foxtel Go,1 Week,oneplus,0,P18-44Foxtel Go1 Weekoneplus0,394585.1305,1945.46,-0.55,9700000
P18-44,Binge,1 Week,oneplus,0,P18-44Binge1 Weekoneplus0,222215.246,2334.55,-0.55,9700000
P18-44,Netflix,1 Week,oneplus,0,P18-44Netflix1 Weekoneplus0,371314.6525,1945.46,-0.82,9700000
P18-44,Optus Sport,1 Week,oneplus,0,P18-44Optus Sport1 Weekoneplus0,371314.6525,1945.46,-0.9,9700000
P18-44,Amazon Prime,1 Week,oneplus,0,P18-44Amazon Prime1 Weekoneplus0,969609.5609,1945.46,-0.8,9700000
P18-64,Linear TV Metro & Regional,1 Week,oneplus,0,P18-64Linear TV Metro & Regional1 Weekoneplus0,9035548.438,695.74,-0.53,16000000
P18-64,Linear TV Metro,1 Week,oneplus,0,P18-64Linear TV Metro1 Weekoneplus0,6319470.528,737.91,-0.53,16000000
P18-64,Linear TV Regional,1 Week,oneplus,0,P18-64Linear TV Regional1 Weekoneplus0,2716077.896,674.66,-0.53,16000000
P18-64,Linear TV Metro 5 Cap Seven Network,1 Week,oneplus,0,P18-64Linear TV Metro 5 Cap Seven Network1 Weekoneplus0,4127485.523,737.91,-0.53,16000000
P18-64,Linear TV Metro 5 Cap Nine Network,1 Week,oneplus,0,P18-64Linear TV Metro 5 Cap Nine Network1 Weekoneplus0,4313038.639,737.91,-0.53,16000000
P18-64,Linear TV Metro 5 Cap Ten Network,1 Week,oneplus,0,P18-64Linear TV Metro 5 Cap Ten Network1 Weekoneplus0,2854714.289,737.91,-0.53,16000000
P18-64,Linear TV Metro 5 Cap SBS Network,1 Week,oneplus,0,P18-64Linear TV Metro 5 Cap SBS Network1 Weekoneplus0,1305027.157,737.91,-0.53,16000000
P18-64,Linear TV Regional 4 Seven Network,1 Week,oneplus,0,P18-64Linear TV Regional 4 Seven Network1 Weekoneplus0,1773973.334,674.66,-0.53,16000000
P18-64,Linear TV Regional 4 Nine Network,1 Week,oneplus,0,P18-64Linear TV Regional 4 Nine Network1 Weekoneplus0,1853723.165,674.66,-0.53,16000000
P18-64,Linear TV Regional 4 Ten Network,1 Week,oneplus,0,P18-64Linear TV Regional 4 Ten Network1 Weekoneplus0,1226942.409,674.66,-0.53,16000000
P18-64,Linear TV Regional 4 SBS Network,1 Week,oneplus,0,P18-64Linear TV Regional 4 SBS Network1 Weekoneplus0,560894.369,674.66,-0.53,16000000
P18-64,Foxtel Linear,1 Week,oneplus,0,P18-64Foxtel Linear1 Weekoneplus0,2232100.318,632.49,-0.53,16000000
P18-64,YouTube TrueView,1 Week,oneplus,0,P18-64YouTube TrueView1 Weekoneplus0,8254400,62104.98,-0.85,16000000
P18-64,YouTube Instant Reserve,1 Week,oneplus,0,P18-64YouTube Instant Reserve1 Weekoneplus0,7728000,1577.01,-0.53,16000000
P18-64,YouTube Select,1 Week,oneplus,0,P18-64YouTube Select1 Weekoneplus0,5413150.47,36817.02,-0.81,16000000
P18-64,YouTube OMG Select,1 Week,oneplus,0,P18-64YouTube OMG Select1 Weekoneplus0,3525893.413,158485.62,-0.97,16000000
P18-64,Nine Now,1 Week,oneplus,0,P18-64Nine Now1 Weekoneplus0,1867550.795,2529.97,-0.53,16000000
P18-64,Ten Play,1 Week,oneplus,0,P18-64Ten Play1 Weekoneplus0,838051.9869,2108.31,-0.53,16000000
P18-64,Seven Plus,1 Week,oneplus,0,P18-64Seven Plus1 Weekoneplus0,808275.864,2108.31,-0.53,16000000
P18-64,SBS On Demand,1 Week,oneplus,0,P18-64SBS On Demand1 Weekoneplus0,603448.2795,1897.48,-0.53,16000000
P18-64,Kayo,1 Week,oneplus,0,P18-64Kayo1 Weekoneplus0,1412931.036,2150.47,-0.53,16000000
P18-64,Foxtel Go,1 Week,oneplus,0,P18-64Foxtel Go1 Weekoneplus0,650862.069,2108.31,-0.53,16000000
P18-64,Binge,1 Week,oneplus,0,P18-64Binge1 Weekoneplus0,275818.961,2529.97,-0.53,16000000
P18-64,Netflix,1 Week,oneplus,0,P18-64Netflix1 Weekoneplus0,431034.483,2108.31,-0.82,16000000
P18-64,Optus Sport,1 Week,oneplus,0,P18-64Optus Sport1 Weekoneplus0,431034.483,2108.31,-0.9,16000000
P18-64,Amazon Prime,1 Week,oneplus,0,P18-64Amazon Prime1 Weekoneplus0,1401195.843,2108.31,-0.8,16000000
