Key,Demographic,Ad Duration,Platform,Building,Reinforcing,Impacting,Activating,Active 1 Sec,Active 2 Sec,Active 3 Sec,Active 4 Sec,Active 5 Sec,Active 6 Sec,Active 7 Sec,Active 8 Sec,Active 9 Sec,Active 10 Sec,Passive 1 Sec,Passive 2 Sec,Passive 3 Sec,Passive 4 Sec,Passive 5 Sec,Passive 6 Sec,Passive 7 Sec,Passive 8 Sec,Passive 9 Sec,Passive 10 Sec,Any 1 Sec,Any 2 Sec,Any 3 Sec,Any 4 Sec,Any 5 Sec,Any 6 Sec,Any 7 Sec,Any 8 Sec,Any 9 Sec,Any 10 Sec
Linear TV Metro 5 Cap Nine NetworkP18-4430sec,P18-44,30sec,Linear TV Metro 5 Cap Nine Network,0.78,0.82,0.32,0.46,37.73827858,31.29088249,27.34872191,24.65354072,22.97570628,20.07077252,18.71951804,17.10980988,15.58003372,14.12140464,81.79464735,79.09370159,73.66150407,68.99731848,65.36242098,62.56998675,58.44643422,55.16324861,53.4229524,51.01901987,38.11259206,43.0275765,47.3353866,49.15543739,51.29830031,52.41966648,54.6566347,55.25242955,57.29711589,60.66935923
Linear TV Metro 5 Cap Ten NetworkP18-4430sec,P18-44,30sec,Linear TV Metro 5 Cap Ten Network,0.78,0.82,0.32,0.46,37.73827858,31.29088249,27.34872191,24.65354072,22.97570628,20.07077252,18.71951804,17.10980988,15.58003372,14.12140464,81.79464735,79.09370159,73.66150407,68.99731848,65.36242098,62.56998675,58.44643422,55.16324861,53.4229524,51.01901987,38.11259206,43.0275765,47.3353866,49.15543739,51.29830031,52.41966648,54.6566347,55.25242955,57.29711589,60.66935923
Linear TV Metro 5 Cap SBS NetworkP18-4430sec,P18-44,30sec,Linear TV Metro 5 Cap SBS Network,0.78,0.82,0.32,0.46,37.73827858,31.29088249,27.34872191,24.65354072,22.97570628,20.07077252,18.71951804,17.10980988,15.58003372,14.12140464,81.79464735,79.09370159,73.66150407,68.99731848,65.36242098,62.56998675,58.44643422,55.16324861,53.4229524,51.01901987,38.11259206,43.0275765,47.3353866,49.15543739,51.29830031,52.41966648,54.6566347,55.25242955,57.29711589,60.66935923
Linear TV Regional 4 Seven NetworkP18-4430sec,P18-44,30sec,Linear TV Regional 4 Seven Network,0.78,0.82,0.32,0.46,37.73827858,31.29088249,27.34872191,24.65354072,22.97570628,20.07077252,18.71951804,17.10980988,15.58003372,14.12140464,81.79464735,79.09370159,73.66150407,68.99731848,65.36242098,62.56998675,58.44643422,55.16324861,53.4229524,51.01901987,38.11259206,43.0275765,47.3353866,49.15543739,51.29830031,52.41966648,54.6566347,55.25242955,57.29711589,60.66935923
Linear TV Regional 4 Nine NetworkP18-4430sec,P18-44,30sec,Linear TV Regional 4 Nine Network,0.78,0.82,0.32,0.46,37.73827858,31.29088249,27.34872191,24.65354072,22.97570628,20.07077252,18.71951804,17.10980988,15.58003372,14.12140464,81.79464735,79.09370159,73.66150407,68.99731848,65.36242098,62.56998675,58.44643422,55.16324861,53.4229524,51.01901987,38.11259206,43.0275765,47.3353866,49.15543739,51.29830031,52.41966648,54.6566347,55.25242955,57.29711589,60.66935923
Linear TV Regional 4 Ten NetworkP18-4430sec,P18-44,30sec,Linear TV Regional 4 Ten Network,0.78,0.82,0.32,0.46,37.73827858,31.29088249,27.34872191,24.65354072,22.97570628,20.07077252,18.71951804,17.10980988,15.58003372,14.12140464,81.79464735,79.09370159,73.66150407,68.99731848,65.36242098,62.56998675,58.44643422,55.16324861,53.4229524,51.01901987,38.11259206,43.0275765,47.3353866,49.15543739,51.29830031,52.41966648,54.6566347,55.25242955,57.29711589,60.66935923
Linear TV Regional 4 SBS NetworkP18-4430sec,P18-44,30sec,Linear TV Regional 4 SBS Network,0.78,0.82,0.32,0.46,37.73827858,31.29088249,27.34872191,24.65354072,22.97570628,20.07077252,18.71951804,17.10980988,15.58003372,14.12140464,81.79464735,79.09370159,73.66150407,68.99731848,65.36242098,62.56998675,58.44643422,55.16324861,53.4229524,51.01901987,38.11259206,43.0275765,47.3353866,49.15543739,51.29830031,52.41966648,54.6566347,55.25242955,57.29711589,60.66935923
Foxtel LinearP18-4430sec,P18-44,30sec,Foxtel Linear,0.78,0.82,0.32,0.46,37.76572268,33.9581133,30.36921851,28.88889141,26.88783447,25.45092786,24.01690409,22.59297126,21.54108768,19.98850337,70.61204742,67.7080952,63.34418427,61.97986152,61.11832259,59.6429551,57.39819486,56.02248936,55.13707963,53.21421099,53.00188149,55.59979242,57.29882778,58.85541918,60.66356896,61.43137068,61.93656423,62.47669099,63.04870271,63.29433001
YouTube TrueViewP18-4430sec,P18-44,30sec,YouTube TrueView,0.21,0.72,0.23,0.72,68.80900481,61.3974174,50.42034908,45.45411822,40.48356161,37.71865688,33.35261047,31.90232547,27.58680307,21.93797699,66.35508866,56.01990825,44.65252331,34.51400986,27.96438406,24.01133462,20.53999125,15.21007555,10.89579296,9.945212445,76.4962093,80.39379654,82.0633534,82.68158917,84.17920683,84.20004964,86.7335976,88.72477418,89.90748809,91.39342133
YouTube Instant ReserveP18-4430sec,P18-44,30sec,YouTube Instant Reserve,0.77,0.86,0.53,0.83,68.80900481,61.3974174,50.42034908,45.45411822,40.48356161,37.71865688,33.35261047,31.90232547,27.58680307,21.93797699,66.35508866,56.01990825,44.65252331,34.51400986,27.96438406,24.01133462,20.53999125,15.21007555,10.89579296,9.945212445,76.4962093,80.39379654,82.0633534,82.68158917,84.17920683,84.20004964,86.7335976,88.72477418,89.90748809,91.39342133
YouTube SelectP18-4430sec,P18-44,30sec,YouTube Select,0.77,0.86,0.53,0.83,68.80900481,61.3974174,50.42034908,45.45411822,40.48356161,37.71865688,33.35261047,31.90232547,27.58680307,21.93797699,66.35508866,56.01990825,44.65252331,34.51400986,27.96438406,24.01133462,20.53999125,15.21007555,10.89579296,9.945212445,76.4962093,80.39379654,82.0633534,82.68158917,84.17920683,84.20004964,86.7335976,88.72477418,89.90748809,91.39342133
YouTube OMG SelectP18-4430sec,P18-44,30sec,YouTube OMG Select,0.77,0.86,0.53,0.83,68.80900481,61.3974174,50.42034908,45.45411822,40.48356161,37.71865688,33.35261047,31.90232547,27.58680307,21.93797699,66.35508866,56.01990825,44.65252331,34.51400986,27.96438406,24.01133462,20.53999125,15.21007555,10.89579296,9.945212445,76.4962093,80.39379654,82.0633534,82.68158917,84.17920683,84.20004964,86.7335976,88.72477418,89.90748809,91.39342133
Nine NowP18-4430sec,P18-44,30sec,Nine Now,0.7,0.83,0.82,1,74.33473435,71.75396985,67.57273077,64.10115277,61.76056095,59.53262814,57.7817263,55.50388313,52.51830623,51.72926118,67.01824048,62.88469408,59.16146116,53.88932822,51.88586408,48.06917873,44.97111862,42.07272857,39.36113986,36.82431313,53.43216208,59.49127187,63.8431269,64.63200889,65.74176871,66.26280626,66.54792762,70.54303144,71.72903737,72.53575324
Ten PlayP18-4430sec,P18-44,30sec,Ten Play,0.7,0.83,0.82,1,74.33473435,71.75396985,67.57273077,64.10115277,61.76056095,59.53262814,57.7817263,55.50388313,52.51830623,51.72926118,67.01824048,62.88469408,59.16146116,53.88932822,51.88586408,48.06917873,44.97111862,42.07272857,39.36113986,36.82431313,53.43216208,59.49127187,63.8431269,64.63200889,65.74176871,66.26280626,66.54792762,70.54303144,71.72903737,72.53575324
Seven PlusP18-4430sec,P18-44,30sec,Seven Plus,0.7,0.83,0.82,1,74.33473435,71.75396985,67.57273077,64.10115277,61.76056095,59.53262814,57.7817263,55.50388313,52.51830623,51.72926118,67.01824048,62.88469408,59.16146116,53.88932822,51.88586408,48.06917873,44.97111862,42.07272857,39.36113986,36.82431313,53.43216208,59.49127187,63.8431269,64.63200889,65.74176871,66.26280626,66.54792762,70.54303144,71.72903737,72.53575324
SBS On DemandP18-4430sec,P18-44,30sec,SBS On Demand,0.7,0.83,0.82,1,74.33473435,71.75396985,67.57273077,64.10115277,61.76056095,59.53262814,57.7817263,55.50388313,52.51830623,51.72926118,67.01824048,62.88469408,59.16146116,53.88932822,51.88586408,48.06917873,44.97111862,42.07272857,39.36113986,36.82431313,53.43216208,59.49127187,63.8431269,64.63200889,65.74176871,66.26280626,66.54792762,70.54303144,71.72903737,72.53575324
KayoP18-4430sec,P18-44,30sec,Kayo,0.7,0.83,0.82,1,64.98293797,61.34237578,57.59745174,54.08065448,52.31613496,51.55756469,50.13232463,47.63398533,46.90796535,46.27366127,63.6391826,58.56997738,54.34850628,51.82058822,49.50610512,46.59347749,44.36276875,43.4918097,40.52288065,40.02646577,53.06181482,57.12677472,61.55456444,62.61626206,66.53467788,68.74740931,70.34402396,72.42499533,73.5416657,73.80302132
Foxtel GoP18-4430sec,P18-44,30sec,Foxtel Go,0.7,0.83,0.82,1,64.98293797,61.34237578,57.59745174,54.08065448,52.31613496,51.55756469,50.13232463,47.63398533,46.90796535,46.27366127,63.6391826,58.56997738,54.34850628,51.82058822,49.50610512,46.59347749,44.36276875,43.4918097,40.52288065,40.02646577,53.06181482,57.12677472,61.55456444,62.61626206,66.53467788,68.74740931,70.34402396,72.42499533,73.5416657,73.80302132
BingeP18-4430sec,P18-44,30sec,Binge,0.7,0.83,0.82,1,64.98293797,61.34237578,57.59745174,54.08065448,52.31613496,51.55756469,50.13232463,47.63398533,46.90796535,46.27366127,63.6391826,58.56997738,54.34850628,51.82058822,49.50610512,46.59347749,44.36276875,43.4918097,40.52288065,40.02646577,53.06181482,57.12677472,61.55456444,62.61626206,66.53467788,68.74740931,70.34402396,72.42499533,73.5416657,73.80302132
NetflixP18-4430sec,P18-44,30sec,Netflix,0.7,0.83,0.82,1,64.98293797,61.34237578,57.59745174,54.08065448,52.31613496,51.55756469,50.13232463,47.63398533,46.90796535,46.27366127,63.6391826,58.56997738,54.34850628,51.82058822,49.50610512,46.59347749,44.36276875,43.4918097,40.52288065,40.02646577,53.06181482,57.12677472,61.55456444,62.61626206,66.53467788,68.74740931,70.34402396,72.42499533,73.5416657,73.80302132
Optus SportP18-4430sec,P18-44,30sec,Optus Sport,0.7,0.83,0.82,1,64.98293797,61.34237578,57.59745174,54.08065448,52.31613496,51.55756469,50.13232463,47.63398533,46.90796535,46.27366127,63.6391826,58.56997738,54.34850628,51.82058822,49.50610512,46.59347749,44.36276875,43.4918097,40.52288065,40.02646577,53.06181482,57.12677472,61.55456444,62.61626206,66.53467788,68.74740931,70.34402396,72.42499533,73.5416657,73.80302132
Amazon PrimeP18-4430sec,P18-44,30sec,Amazon Prime,0.7,0.83,0.82,1,64.98293797,61.34237578,57.59745174,54.08065448,52.31613496,51.55756469,50.13232463,47.63398533,46.90796535,46.27366127,63.6391826,58.56997738,54.34850628,51.82058822,49.50610512,46.59347749,44.36276875,43.4918097,40.52288065,40.02646577,53.06181482,57.12677472,61.55456444,62.61626206,66.53467788,68.74740931,70.34402396,72.42499533,73.5416657,73.80302132
Samsung In-StreamP18-4430sec,P18-44,30sec,Samsung In-Stream,0.7,0.83,0.82,1,64.98293797,61.34237578,57.59745174,54.08065448,52.31613496,51.55756469,50.13232463,47.63398533,46.90796535,46.27366127,63.6391826,58.56997738,54.34850628,51.82058822,49.50610512,46.59347749,44.36276875,43.4918097,40.52288065,40.02646577,53.06181482,57.12677472,61.55456444,62.61626206,66.53467788,68.74740931,70.34402396,72.42499533,73.5416657,73.80302132
Linear TV Metro & RegionalP18-44Other,P18-44,Other,Linear TV Metro & Regional,0.78,0.82,0.32,0.46,34.21264836,27.18310258,24.00985563,21.29968857,19.80026356,17.57110879,16.22906138,13.2820551,12.01084054,10.13210657,77.86785371,75.24282502,69.85690593,63.9786848,59.86461967,56.06465653,51.03980452,47.59902321,45.13394987,42.55718802,40.35938038,45.17648306,48.73570203,50.57181733,53.35463808,54.35434389,56.68034309,57.3967596,61.17130972,64.81488846
Linear TV MetroP18-44Other,P18-44,Other,Linear TV Metro,0.78,0.82,0.32,0.46,34.21264836,27.18310258,24.00985563,21.29968857,19.80026356,17.57110879,16.22906138,13.2820551,12.01084054,10.13210657,77.86785371,75.24282502,69.85690593,63.9786848,59.86461967,56.06465653,51.03980452,47.59902321,45.13394987,42.55718802,40.35938038,45.17648306,48.73570203,50.57181733,53.35463808,54.35434389,56.68034309,57.3967596,61.17130972,64.81488846
Linear TV RegionalP18-44Other,P18-44,Other,Linear TV Regional,0.78,0.82,0.32,0.46,34.21264836,27.18310258,24.00985563,21.29968857,19.80026356,17.57110879,16.22906138,13.2820551,12.01084054,10.13210657,77.86785371,75.24282502,69.85690593,63.9786848,59.86461967,56.06465653,51.03980452,47.59902321,45.13394987,42.55718802,40.35938038,45.17648306,48.73570203,50.57181733,53.35463808,54.35434389,56.68034309,57.3967596,61.17130972,64.81488846
Linear TV Metro 5 Cap Seven NetworkP18-44Other,P18-44,Other,Linear TV Metro 5 Cap Seven Network,0.78,0.82,0.32,0.46,34.21264836,27.18310258,24.00985563,21.29968857,19.80026356,17.57110879,16.22906138,13.2820551,12.01084054,10.13210657,77.86785371,75.24282502,69.85690593,63.9786848,59.86461967,56.06465653,51.03980452,47.59902321,45.13394987,42.55718802,40.35938038,45.17648306,48.73570203,50.57181733,53.35463808,54.35434389,56.68034309,57.3967596,61.17130972,64.81488846
Linear TV Metro 5 Cap Nine NetworkP18-44Other,P18-44,Other,Linear TV Metro 5 Cap Nine Network,0.78,0.82,0.32,0.46,34.21264836,27.18310258,24.00985563,21.29968857,19.80026356,17.57110879,16.22906138,13.2820551,12.01084054,10.13210657,77.86785371,75.24282502,69.85690593,63.9786848,59.86461967,56.06465653,51.03980452,47.59902321,45.13394987,42.55718802,40.35938038,45.17648306,48.73570203,50.57181733,53.35463808,54.35434389,56.68034309,57.3967596,61.17130972,64.81488846
Linear TV Metro 5 Cap Ten NetworkP18-44Other,P18-44,Other,Linear TV Metro 5 Cap Ten Network,0.78,0.82,0.32,0.46,34.21264836,27.18310258,24.00985563,21.29968857,19.80026356,17.57110879,16.22906138,13.2820551,12.01084054,10.13210657,77.86785371,75.24282502,69.85690593,63.9786848,59.86461967,56.06465653,51.03980452,47.59902321,45.13394987,42.55718802,40.35938038,45.17648306,48.73570203,50.57181733,53.35463808,54.35434389,56.68034309,57.3967596,61.17130972,64.81488846
Linear TV Metro 5 Cap SBS NetworkP18-44Other,P18-44,Other,Linear TV Metro 5 Cap SBS Network,0.78,0.82,0.32,0.46,34.21264836,27.18310258,24.00985563,21.29968857,19.80026356,17.57110879,16.22906138,13.2820551,12.01084054,10.13210657,77.86785371,75.24282502,69.85690593,63.9786848,59.86461967,56.06465653,51.03980452,47.59902321,45.13394987,42.55718802,40.35938038,45.17648306,48.73570203,50.57181733,53.35463808,54.35434389,56.68034309,57.3967596,61.17130972,64.81488846
Linear TV Regional 4 Seven NetworkP18-44Other,P18-44,Other,Linear TV Regional 4 Seven Network,0.78,0.82,0.32,0.46,34.21264836,27.18310258,24.00985563,21.29968857,19.80026356,17.57110879,16.22906138,13.2820551,12.01084054,10.13210657,77.86785371,75.24282502,69.85690593,63.9786848,59.86461967,56.06465653,51.03980452,47.59902321,45.13394987,42.55718802,40.35938038,45.17648306,48.73570203,50.57181733,53.35463808,54.35434389,56.68034309,57.3967596,61.17130972,64.81488846
Linear TV Regional 4 Nine NetworkP18-44Other,P18-44,Other,Linear TV Regional 4 Nine Network,0.78,0.82,0.32,0.46,34.21264836,27.18310258,24.00985563,21.29968857,19.80026356,17.57110879,16.22906138,13.2820551,12.01084054,10.13210657,77.86785371,75.24282502,69.85690593,63.9786848,59.86461967,56.06465653,51.03980452,47.59902321,45.13394987,42.55718802,40.35938038,45.17648306,48.73570203,50.57181733,53.35463808,54.35434389,56.68034309,57.3967596,61.17130972,64.81488846
Linear TV Regional 4 Ten NetworkP18-44Other,P18-44,Other,Linear TV Regional 4 Ten Network,0.78,0.82,0.32,0.46,34.21264836,27.18310258,24.00985563,21.29968857,19.80026356,17.57110879,16.22906138,13.2820551,12.01084054,10.13210657,77.86785371,75.24282502,69.85690593,63.9786848,59.86461967,56.06465653,51.03980452,47.59902321,45.13394987,42.55718802,40.35938038,45.17648306,48.73570203,50.57181733,53.35463808,54.35434389,56.68034309,57.3967596,61.17130972,64.81488846
Linear TV Regional 4 SBS NetworkP18-44Other,P18-44,Other,Linear TV Regional 4 SBS Network,0.78,0.82,0.32,0.46,34.21264836,27.18310258,24.00985563,21.29968857,19.80026356,17.57110879,16.22906138,13.2820551,12.01084054,10.13210657,77.86785371,75.24282502,69.85690593,63.9786848,59.86461967,56.06465653,51.03980452,47.59902321,45.13394987,42.55718802,40.35938038,45.17648306,48.73570203,50.57181733,53.35463808,54.35434389,56.68034309,57.3967596,61.17130972,64.81488846
Foxtel LinearP18-44Other,P18-44,Other,Foxtel Linear,0.78,0.82,0.32,0.46,33.37787277,27.8011946,24.84626701,23.68489148,22.22188112,19.27683759,17.53028134,15.02397523,13.90175099,12.68730573,70.87996451,67.07250926,63.77762115,62.29770223,60.81111362,58.19147172,56.28633217,53.85041158,51.438607,48.92639323,60.12557732,62.6373783,63.69547949,64.62180671,65.81607106,66.42917793,67.20184881,68.17591158,69.33670805,69.70715749
YouTube TrueViewP18-44Other,P18-44,Other,YouTube TrueView,0.21,0.72,0.23,0.72,68.80900481,61.3974174,50.42034908,45.45411822,40.48356161,37.71865688,33.35261047,31.90232547,27.58680307,21.93797699,66.35508866,56.01990825,44.65252331,34.51400986,27.96438406,24.01133462,20.53999125,15.21007555,10.89579296,9.945212445,76.4962093,80.39379654,82.0633534,82.68158917,84.17920683,84.20004964,86.7335976,88.72477418,89.90748809,91.39342133
YouTube Instant ReserveP18-44Other,P18-44,Other,YouTube Instant Reserve,0.77,0.86,0.53,0.83,68.80900481,61.3974174,50.42034908,45.45411822,40.48356161,37.71865688,33.35261047,31.90232547,27.58680307,21.93797699,66.35508866,56.01990825,44.65252331,34.51400986,27.96438406,24.01133462,20.53999125,15.21007555,10.89579296,9.945212445,76.4962093,80.39379654,82.0633534,82.68158917,84.17920683,84.20004964,86.7335976,88.72477418,89.90748809,91.39342133
YouTube SelectP18-44Other,P18-44,Other,YouTube Select,0.77,0.86,0.53,0.83,68.80900481,61.3974174,50.42034908,45.45411822,40.48356161,37.71865688,33.35261047,31.90232547,27.58680307,21.93797699,66.35508866,56.01990825,44.65252331,34.51400986,27.96438406,24.01133462,20.53999125,15.21007555,10.89579296,9.945212445,76.4962093,80.39379654,82.0633534,82.68158917,84.17920683,84.20004964,86.7335976,88.72477418,89.90748809,91.39342133
YouTube OMG SelectP18-44Other,P18-44,Other,YouTube OMG Select,0.77,0.86,0.53,0.83,68.80900481,61.3974174,50.42034908,45.45411822,40.48356161,37.71865688,33.35261047,31.90232547,27.58680307,21.93797699,66.35508866,56.01990825,44.65252331,34.51400986,27.96438406,24.01133462,20.53999125,15.21007555,10.89579296,9.945212445,76.4962093,80.39379654,82.0633534,82.68158917,84.17920683,84.20004964,86.7335976,88.72477418,89.90748809,91.39342133
Nine NowP18-44Other,P18-44,Other,Nine Now,0.7,0.83,0.82,1,74.95857438,71.87917321,66.62848016,63.16552257,59.40939327,56.07806282,52.82731513,50.10741148,46.23962909,43.41310072,55.62325748,50.14683018,44.31746472,39.06980667,33.78005601,30.20208939,26.6610688,23.53521242,20.77584465,18.33999683,52.53650227,57.47761131,63.08519883,64.63328068,67.0305188,67.83390238,68.58995033,70.15393316,71.24049405,73.61753648
Ten PlayP18-44Other,P18-44,Other,Ten Play,0.7,0.83,0.82,1,74.95857438,71.87917321,66.62848016,63.16552257,59.40939327,56.07806282,52.82731513,50.10741148,46.23962909,43.41310072,55.62325748,50.14683018,44.31746472,39.06980667,33.78005601,30.20208939,26.6610688,23.53521242,20.77584465,18.33999683,52.53650227,57.47761131,63.08519883,64.63328068,67.0305188,67.83390238,68.58995033,70.15393316,71.24049405,73.61753648
Seven PlusP18-44Other,P18-44,Other,Seven Plus,0.7,0.83,0.82,1,74.95857438,71.87917321,66.62848016,63.16552257,59.40939327,56.07806282,52.82731513,50.10741148,46.23962909,43.41310072,55.62325748,50.14683018,44.31746472,39.06980667,33.78005601,30.20208939,26.6610688,23.53521242,20.77584465,18.33999683,52.53650227,57.47761131,63.08519883,64.63328068,67.0305188,67.83390238,68.58995033,70.15393316,71.24049405,73.61753648
SBS On DemandP18-44Other,P18-44,Other,SBS On Demand,0.7,0.83,0.82,1,74.95857438,71.87917321,66.62848016,63.16552257,59.40939327,56.07806282,52.82731513,50.10741148,46.23962909,43.41310072,55.62325748,50.14683018,44.31746472,39.06980667,33.78005601,30.20208939,26.6610688,23.53521242,20.77584465,18.33999683,52.53650227,57.47761131,63.08519883,64.63328068,67.0305188,67.83390238,68.58995033,70.15393316,71.24049405,73.61753648
KayoP18-44Other,P18-44,Other,Kayo,0.7,0.83,0.82,1,65.44121749,60.54843693,56.36874939,50.40318454,46.49629295,44.35389543,41.26546646,36.43510782,35.08164631,31.91856512,64.08798555,57.81192099,53.18911233,48.29680218,43.99886131,40.08339495,36.51636663,33.26676878,30.30635321,27.60938554,55.56737065,63.00140356,65.38538423,66.73919325,68.88610305,71.12629717,74.44961677,76.8086721,80.57321476,83.1843729
Foxtel GoP18-44Other,P18-44,Other,Foxtel Go,0.7,0.83,0.82,1,65.44121749,60.54843693,56.36874939,50.40318454,46.49629295,44.35389543,41.26546646,36.43510782,35.08164631,31.91856512,64.08798555,57.81192099,53.18911233,48.29680218,43.99886131,40.08339495,36.51636663,33.26676878,30.30635321,27.60938554,55.56737065,63.00140356,65.38538423,66.73919325,68.88610305,71.12629717,74.44961677,76.8086721,80.57321476,83.1843729
BingeP18-44Other,P18-44,Other,Binge,0.7,0.83,0.82,1,65.44121749,60.54843693,56.36874939,50.40318454,46.49629295,44.35389543,41.26546646,36.43510782,35.08164631,31.91856512,64.08798555,57.81192099,53.18911233,48.29680218,43.99886131,40.08339495,36.51636663,33.26676878,30.30635321,27.60938554,55.56737065,63.00140356,65.38538423,66.73919325,68.88610305,71.12629717,74.44961677,76.8086721,80.57321476,83.1843729
NetflixP18-44Other,P18-44,Other,Netflix,0.7,0.83,0.82,1,65.44121749,60.54843693,56.36874939,50.40318454,46.49629295,44.35389543,41.26546646,36.43510782,35.08164631,31.91856512,64.08798555,57.81192099,53.18911233,48.29680218,43.99886131,40.08339495,36.51636663,33.26676878,30.30635321,27.60938554,55.56737065,63.00140356,65.38538423,66.73919325,68.88610305,71.12629717,74.44961677,76.8086721,80.57321476,83.1843729
Optus SportP18-44Other,P18-44,Other,Optus Sport,0.7,0.83,0.82,1,65.44121749,60.54843693,56.36874939,50.40318454,46.49629295,44.35389543,41.26546646,36.43510782,35.08164631,31.91856512,64.08798555,57.81192099,53.18911233,48.29680218,43.99886131,40.08339495,36.51636663,33.26676878,30.30635321,27.60938554,55.56737065,63.00140356,65.38538423,66.73919325,68.88610305,71.12629717,74.44961677,76.8086721,80.57321476,83.1843729
Amazon PrimeP18-44Other,P18-44,Other,Amazon Prime,0.7,0.83,0.82,1,65.44121749,60.54843693,56.36874939,50.40318454,46.49629295,44.35389543,41.26546646,36.43510782,35.08164631,31.91856512,64.08798555,57.81192099,53.18911233,48.29680218,43.99886131,40.08339495,36.51636663,33.26676878,30.30635321,27.60938554,55.56737065,63.00140356,65.38538423,66.73919325,68.88610305,71.12629717,74.44961677,76.8086721,80.57321476,83.1843729
Samsung In-StreamP18-44Other,P18-44,Other,Samsung In-Stream,0.7,0.83,0.82,1,65.44121749,60.54843693,56.36874939,50.40318454,46.49629295,44.35389543,41.26546646,36.43510782,35.08164631,31.91856512,64.08798555,57.81192099,53.18911233,48.29680218,43.99886131,40.08339495,36.51636663,33.26676878,30.30635321,27.60938554,55.56737065,63.00140356,65.38538423,66.73919325,68.88610305,71.12629717,74.44961677,76.8086721,80.57321476,83.1843729
KayoP18-4415sec,P18-44,15sec,Kayo,0.7,0.83,0.82,1,64.98293797,61.34237578,57.59745174,54.08065448,52.31613496,51.55756469,50.13232463,47.63398533,46.90796535,46.27366127,63.6391826,58.56997738,54.34850628,51.82058822,49.50610512,46.59347749,44.36276875,43.4918097,40.52288065,40.02646577,53.06181482,57.12677472,61.55456444,62.61626206,66.53467788,68.74740931,70.34402396,72.42499533,73.5416657,73.80302132
Foxtel GoP18-4415sec,P18-44,15sec,Foxtel Go,0.7,0.83,0.82,1,64.98293797,61.34237578,57.59745174,54.08065448,52.31613496,51.55756469,50.13232463,47.63398533,46.90796535,46.27366127,63.6391826,58.56997738,54.34850628,51.82058822,49.50610512,46.59347749,44.36276875,43.4918097,40.52288065,40.02646577,53.06181482,57.12677472,61.55456444,62.61626206,66.53467788,68.74740931,70.34402396,72.42499533,73.5416657,73.80302132
BingeP18-4415sec,P18-44,15sec,Binge,0.7,0.83,0.82,1,64.98293797,61.34237578,57.59745174,54.08065448,52.31613496,51.55756469,50.13232463,47.63398533,46.90796535,46.27366127,63.6391826,58.56997738,54.34850628,51.82058822,49.50610512,46.59347749,44.36276875,43.4918097,40.52288065,40.02646577,53.06181482,57.12677472,61.55456444,62.61626206,66.53467788,68.74740931,70.34402396,72.42499533,73.5416657,73.80302132
NetflixP18-4415sec,P18-44,15sec,Netflix,0.7,0.83,0.82,1,64.98293797,61.34237578,57.59745174,54.08065448,52.31613496,51.55756469,50.13232463,47.63398533,46.90796535,46.27366127,63.6391826,58.56997738,54.34850628,51.82058822,49.50610512,46.59347749,44.36276875,43.4918097,40.52288065,40.02646577,53.06181482,57.12677472,61.55456444,62.61626206,66.53467788,68.74740931,70.34402396,72.42499533,73.5416657,73.80302132
Optus SportP18-4415sec,P18-44,15sec,Optus Sport,0.7,0.83,0.82,1,64.98293797,61.34237578,57.59745174,54.08065448,52.31613496,51.55756469,50.13232463,47.63398533,46.90796535,46.27366127,63.6391826,58.56997738,54.34850628,51.82058822,49.50610512,46.59347749,44.36276875,43.4918097,40.52288065,40.02646577,53.06181482,57.12677472,61.55456444,62.61626206,66.53467788,68.74740931,70.34402396,72.42499533,73.5416657,73.80302132
Amazon PrimeP18-4415sec,P18-44,15sec,Amazon Prime,0.7,0.83,0.82,1,64.98293797,61.34237578,57.59745174,54.08065448,52.31613496,51.55756469,50.13232463,47.63398533,46.90796535,46.27366127,63.6391826,58.56997738,54.34850628,51.82058822,49.50610512,46.59347749,44.36276875,43.4918097,40.52288065,40.02646577,53.06181482,57.12677472,61.55456444,62.61626206,66.53467788,68.74740931,70.34402396,72.42499533,73.5416657,73.80302132
Samsung In-StreamP18-4415sec,P18-44,15sec,Samsung In-Stream,0.7,0.83,0.82,1,64.98293797,61.34237578,57.59745174,54.08065448,52.31613496,51.55756469,50.13232463,47.63398533,46.90796535,46.27366127,63.6391826,58.56997738,54.34850628,51.82058822,49.50610512,46.59347749,44.36276875,43.4918097,40.52288065,40.02646577,53.06181482,57.12677472,61.55456444,62.61626206,66.53467788,68.74740931,70.34402396,72.42499533,73.5416657,73.80302132
Linear TV Metro & RegionalP18-6415sec,P18-64,15sec,Linear TV Metro & Regional,0.78,0.82,0.32,0.46,48.33207567,43.35404634,40.13788611,36.73128128,34.68215902,32.63407016,31.26080581,27.75906599,22.49105514,19.80943303,69.40731657,66.36817973,60.09304919,54.15855698,51.18854666,46.46633413,41.9002174,39.23992849,36.78709646,33.82925292,41.17584719,44.9430015,49.27995379,53.39667152,55.32632303,55.9892583,60.41356,63.73083185,65.86955104,68.05129836
Linear TV MetroP18-6415sec,P18-64,15sec,Linear TV Metro,0.78,0.82,0.32,0.46,48.33207567,43.35404634,40.13788611,36.73128128,34.68215902,32.63407016,31.26080581,27.75906599,22.49105514,19.80943303,69.40731657,66.36817973,60.09304919,54.15855698,51.18854666,46.46633413,41.9002174,39.23992849,36.78709646,33.82925292,41.17584719,44.9430015,49.27995379,53.39667152,55.32632303,55.9892583,60.41356,63.73083185,65.86955104,68.05129836
